gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
TRINITY_DN4589_c0_g1	3824.26284469739	-0.0241158326980766	0.0492307726375349	0.610839723427471	0.771999733937786
TRINITY_DN459_c0_g1	4025.07300161699	0.0714134122115276	0.0507520982202893	0.143470590876638	0.29549759666486
TRINITY_DN4590_c0_g1	21353.7277943229	0.232288144838437	0.0380991693160244	4.67541093098464e-10	7.77227634086396e-09
TRINITY_DN4591_c0_g1	1961.48779786535	0.00588809000717732	0.057839136105741	0.914118022448003	0.959148078627055
TRINITY_DN4592_c0_g1	48.7596175051526	0.0153560573512865	0.162622412571307	0.848409137022993	0.923039025615254
TRINITY_DN4592_c0_g2	59.4658730395352	-0.080079682511031	0.172873980281544	0.368126253530048	0.566629346094586
TRINITY_DN4593_c0_g1	7516.26361567215	0.262192235937826	0.0491641022529214	3.42056430649987e-08	4.24669553394313e-07
TRINITY_DN4596_c0_g1	1024.98768948157	-0.213112610833832	0.0795260582860662	0.00316769551029829	0.013626648054827
TRINITY_DN4597_c0_g1	2421.22156297707	-0.054390346422526	0.0573892781992558	0.31870819777683	0.517874420774544
TRINITY_DN4598_c0_g1	396.41033311488	-0.0318509289643384	0.0996854136182102	0.704462647576813	0.838875079074713
TRINITY_DN4599_c0_g1	183.125265508776	0.0355559952168098	0.140460967155042	0.705571253727697	0.838996966388949
TRINITY_DN46_c0_g1	9780.42342200915	0.341043512573763	0.044746223599438	5.89335043393444e-15	1.7000582663538e-13
TRINITY_DN460_c0_g1	2636.36042260162	-0.178620637127201	0.0589331878441663	0.00134452099968226	0.00652501829039266
TRINITY_DN460_c1_g1	8912.0436882649	0.12514387038485	0.0394422140395108	0.00114015637445259	0.00564780490940958
TRINITY_DN4600_c0_g1	736.161825452484	0.336742381218434	0.100968348833124	0.000173823655263174	0.00107494477353166
TRINITY_DN4601_c0_g1	6709.47248596067	0.00355375549109453	0.0467495211728831	0.939468336272889	0.97202136115203
TRINITY_DN4602_c0_g1	2348.32976617953	-0.186179814790107	0.061893741310715	0.00137139706069975	0.00663902387529278
