ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	contrast	gene_set	direction	ontology	significant_padj_0.05
GO:0016491	oxidoreductase activity	45/190	372/4328	0.120967741935484	2.75551782682513	7.58793457009048	9.61521131841999e-11	1.84612057313664e-08	1.7307380373156e-08	gene_364/gene_484/gene_822/gene_1403/gene_1406/gene_1576/gene_1828/gene_1861/gene_1893/gene_2300/gene_2517/gene_2676/gene_2713/gene_2889/gene_3152/gene_3211/gene_3213/gene_3428/gene_3446/gene_3579/gene_3658/gene_3671/gene_3692/gene_3730/gene_3734/gene_4305/gene_4309/gene_4311/gene_4745/gene_4746/gene_5065/gene_5118/gene_5506/gene_5615/gene_5665/gene_5771/gene_5891/gene_5910/gene_5918/gene_6248/gene_7243/gene_8028/gene_8055/gene_8197/gene_8491	45	onu_vs_self	strong	up	MF	TRUE
GO:0004650	polygalacturonase activity	3/190	5/4328	0.6	13.6673684210526	6.07230799188938	0.000780205955923816	0.0499331811791242	0.046812357355429	gene_1575/gene_5612/gene_5694	3	onu_vs_self	strong	up	MF	TRUE
GO:0008967	phosphoglycolate phosphatase activity	3/190	5/4328	0.6	13.6673684210526	6.07230799188938	0.000780205955923816	0.0499331811791242	0.046812357355429	gene_1198/gene_3126/gene_3691	3	onu_vs_self	strong	up	MF	TRUE
GO:0016564	transcription repressor activity	4/190	13/4328	0.307692307692308	7.00890688259109	4.64891659867162	0.00188293752206437	0.070145150353268	0.0657610784561888	gene_1295/gene_2453/gene_5892/gene_6590	4	onu_vs_self	strong	up	MF	FALSE
GO:0015171	amino acid transmembrane transporter activity	7/190	42/4328	0.166666666666667	3.79649122807018	3.90199787140304	0.00205314623751416	0.070145150353268	0.0657610784561888	gene_1476/gene_5687/gene_6727/gene_7196/gene_7383/gene_8054/gene_8634	7	onu_vs_self	strong	up	MF	FALSE
GO:0015205	nucleobase transmembrane transporter activity	4/190	14/4328	0.285714285714286	6.50827067669173	4.42297236345644	0.00254649518323732	0.070145150353268	0.0657610784561888	gene_1761/gene_5898/gene_6223/gene_6471	4	onu_vs_self	strong	up	MF	FALSE
GO:0004312	fatty-acid synthase activity	3/190	7/4328	0.428571428571429	9.76240601503759	4.97113164861848	0.00255737527329623	0.070145150353268	0.0657610784561888	gene_1892/gene_7336/gene_8491	3	onu_vs_self	strong	up	MF	FALSE
GO:0008131	amine oxidase activity	3/190	9/4328	0.333333333333333	7.59298245614035	4.24215543918757	0.00574970375328589	0.122660346736766	0.114994075065718	gene_1966/gene_4123/gene_5665	3	onu_vs_self	strong	up	MF	FALSE
GO:0031177	phosphopantetheine binding	3/190	9/4328	0.333333333333333	7.59298245614035	4.24215543918757	0.00574970375328589	0.122660346736766	0.114994075065718	gene_1892/gene_5183/gene_7336	3	onu_vs_self	strong	up	MF	FALSE
GO:0020037	heme binding	9/190	86/4328	0.104651162790698	2.38384332925337	2.77731936964453	0.0123689088746634	0.237483050393538	0.222640359743941	gene_2517/gene_5526/gene_5910/gene_6248/gene_7242/gene_7339/gene_7983/gene_7987/gene_8274	9	onu_vs_self	strong	up	MF	FALSE
GO:0004540	ribonuclease activity	2/190	5/4328	0.4	9.11157894736842	3.88841660175333	0.0175620423542781	0.296379119736109	0.277855424752602	gene_6300/gene_7409	2	onu_vs_self	strong	up	MF	FALSE
GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	8/190	78/4328	0.102564102564103	2.33630229419703	2.5517172835985	0.0200673362321324	0.296379119736109	0.277855424752602	gene_2125/gene_2751/gene_3262/gene_3724/gene_5443/gene_6137/gene_6541/gene_7976	8	onu_vs_self	strong	up	MF	FALSE
GO:0050660	FAD binding	8/190	78/4328	0.102564102564103	2.33630229419703	2.5517172835985	0.0200673362321324	0.296379119736109	0.277855424752602	gene_579/gene_1572/gene_1828/gene_2713/gene_3152/gene_3579/gene_5615/gene_6541	8	onu_vs_self	strong	up	MF	FALSE
GO:0005507	copper ion binding	4/190	25/4328	0.16	3.64463157894737	2.84134857278632	0.0220725200011923	0.302708845730637	0.283789542872472	gene_1403/gene_1966/gene_4123/gene_5065	4	onu_vs_self	strong	up	MF	FALSE
GO:0005506	iron ion binding	9/190	96/4328	0.09375	2.13552631578947	2.41065463599006	0.0239855283446184	0.307014762811115	0.287826340135421	gene_2517/gene_3152/gene_5526/gene_5910/gene_7242/gene_7339/gene_7983/gene_7987/gene_8274	9	onu_vs_self	strong	up	MF	FALSE
GO:0008447	L-ascorbate oxidase activity	2/190	7/4328	0.285714285714286	6.50827067669173	3.12497944549331	0.0348003249754833	0.384409611045274	0.360384010354944	gene_1403/gene_5065	2	onu_vs_self	strong	up	MF	FALSE
GO:0008236	serine-type peptidase activity	3/190	18/4328	0.166666666666667	3.79649122807018	2.54733512310079	0.0417839625123372	0.384409611045274	0.360384010354944	gene_1497/gene_8014/gene_8226	3	onu_vs_self	strong	up	MF	FALSE
GO:0004497	monooxygenase activity	7/190	75/4328	0.0933333333333333	2.1260350877193	2.10770520863312	0.0449995374096978	0.384409611045274	0.360384010354944	gene_1576/gene_5526/gene_7242/gene_7339/gene_7983/gene_7987/gene_8274	7	onu_vs_self	strong	up	MF	FALSE
GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	2/190	8/4328	0.25	5.69473684210526	2.84766815365859	0.0450803613188559	0.384409611045274	0.360384010354944	gene_1572/gene_6541	2	onu_vs_self	strong	up	MF	FALSE
GO:0019131	tripeptidyl-peptidase I activity	2/190	8/4328	0.25	5.69473684210526	2.84766815365859	0.0450803613188559	0.384409611045274	0.360384010354944	gene_1497/gene_8014	2	onu_vs_self	strong	up	MF	FALSE
GO:0048038	quinone binding	2/190	8/4328	0.25	5.69473684210526	2.84766815365859	0.0450803613188559	0.384409611045274	0.360384010354944	gene_1966/gene_4123	2	onu_vs_self	strong	up	MF	FALSE
GO:0004197	cysteine-type endopeptidase activity	2/190	9/4328	0.222222222222222	5.06198830409357	2.61362530429278	0.0563176920518759	0.384409611045274	0.360384010354944	gene_1462/gene_7212	2	onu_vs_self	strong	up	MF	FALSE
