gene_id	response_group	interaction_vs_self_padj	interaction_vs_self_lfc	interaction_vs_onu_padj	interaction_vs_onu_lfc	onu_vs_self_padj	onu_vs_self_lfc	sig_reaction_vs_noncontact	sig_reaction_vs_control	sig_control_vs_noncontact	n_significant	mean_noncontact	mean_control	mean_reaction	expression_range	maximum_abs_lfc	minimum_relevant_padj	significance_score	selection_score
gene_5262	Non-contact specific	4.0710602603435705e-15	0.9418244573298614	0.54648641840677	0.08030324729943665	5.23251082080676e-13	0.8553207139001809	TRUE	FALSE	TRUE	2	9.794660017694964	10.484420607304903	10.560112713128797	0.765452695433833	0.9418244573298614	4.0710602603435705e-15	14.390292469091738	17.039394079185293
gene_5263	Reaction-zone specific	1.69003161974425e-5	0.4291770920007298	7.94265549601905e-5	0.39355483722828544	0.794675481756102	0.03279297341776974	TRUE	TRUE	FALSE	2	11.749626352850436	11.780517004138648	12.162871558059406	0.4132452052089697	0.4291770920007298	1.69003161974425e-5	4.772105169852608	6.043704559063038
gene_5264	Multi-region differential response	2.24207281133231e-22	0.799122876516769	0.0060199329137815	0.2210979996854175	9.40839979067021e-13	0.5724614155447013	TRUE	TRUE	TRUE	3	9.93312592243231	10.395986076125244	10.582987189908508	0.6498612674761972	0.799122876516769	2.24207281133231e-22	21.64935028779529	23.897457308305025
gene_5265	Non-contact specific	9.36860313423241e-10	0.8162673692766116	0.833718898906603	-0.03319400900402427	1.37803172031731e-10	0.8480647628923481	TRUE	FALSE	TRUE	2	10.04157866281289	10.771582498884474	10.74460842900527	0.7300038360715835	0.8480647628923481	1.37803172031731e-10	9.860740785476128	12.286874147332409
gene_5266	Plate-wide response	0.797676396626138	-0.04080599371811373	1.2625924380748e-4	-0.5048130539051172	4.6388161002712e-4	0.4637020871187972	FALSE	TRUE	TRUE	2	9.794709997347102	10.178786780713928	9.771369472541211	0.4074173081727164	0.5048130539051172	1.2625924380748e-4	3.8987368160796465	5.315780232062597
gene_5267	NA	0.371101877389905	0.1400633964228212	0.695092980948853	0.0638519051713145	0.669030320413388	0.07246203002082065	FALSE	FALSE	FALSE	0	10.647607031250699	10.72492635598511	10.786320769375015	0.13871373812431642	0.1400633964228212	0.371101877389905	0.4305068485668361	0.849347379536795
gene_5268	NA	0.51892317969451	0.10086165124793202	0.819295697067502	-0.03662588019180984	0.379013499344929	0.12986751292851406	FALSE	FALSE	FALSE	0	11.138624021999536	11.266129522118845	11.2356393166797	0.12750550011930883	0.12986751292851406	0.379013499344929	0.421345321465688	0.8085858474420249
gene_5269	NA	0.238754517257615	-0.0993444259184372	0.330332059503922	-0.07938798728037624	0.876404635298019	-0.01542298373956167	FALSE	FALSE	FALSE	0	12.069623470793017	12.05364174855028	11.975515084352425	0.09410838644059183	0.0993444259184372	0.238754517257615	0.6220484027745972	0.9148456410520633
gene_5270	NA	0.091057430424541	0.21739531780985197	0.458955536694201	0.10449652912145904	0.423758752334834	0.1120584262653083	FALSE	FALSE	FALSE	0	13.189919226759443	13.30455399209368	13.415769418077712	0.2258501913182691	0.21739531780985197	0.091057430424541	1.040684609334091	1.701325436272064
gene_5271	NA	0.323936171355605	-0.3301079270804307	0.714558381727212	0.11548762942983594	0.143311429411003	-0.4481922952410682	FALSE	FALSE	FALSE	0	7.800396479382711	7.649645978071663	7.684217359223648	0.15075050131104817	0.4481922952410682	0.143311429411003	0.8437191722531064	1.890854264046291
gene_5272	NA	0.204213813480357	0.11978056997569352	0.407593149260996	-0.07758833147752302	0.027952280960832	0.19829627133246305	FALSE	FALSE	TRUE	1	11.015713564150701	11.200115005772659	11.12776232483461	0.18440144162195793	0.19829627133246305	0.027952280960832	1.553582747051838	2.134576731338722
gene_5273	Non-contact specific	0.0120752100570657	-0.30703881879312916	0.42907381378424	0.10464297955592523	6.0587402543219e-4	-0.4100058433957818	TRUE	FALSE	TRUE	2	11.018454471078673	10.64880442935057	10.747396446910166	0.3696500417281037	0.4100058433957818	6.0587402543219e-4	3.2176176658452316	4.407279394364899
gene_5274	Multi-region differential response	1.56511343948008e-108	1.8250157953357935	1.06434646452725e-5	0.35383306415671156	9.18020368474207e-72	1.463489153983514	TRUE	TRUE	TRUE	3	10.250258543023367	11.534101346935492	11.866867270234309	1.6166087272109415	1.8250157953357935	1.56511343948008e-108	107.80545417929659	113.07209449717912
gene_5275	Reaction-zone specific	0.00577273350548975	-0.3787627838089802	0.0113571488203606	-0.3447313379312956	0.863639494624521	-0.02870182229775908	TRUE	TRUE	FALSE	2	10.57082879506325	10.548786545458578	10.253827731530121	0.3170010635331284	0.3787627838089802	0.00577273350548975	2.2386184909625992	3.313145122113688
gene_5276	Multi-region differential response	0.0354584396717485	0.1973342940321957	0.0233608011027198	-0.21301993416886167	6.23327054557043e-6	0.4083010578949338	TRUE	TRUE	TRUE	3	13.650170032917378	14.05735804522179	13.847558261713294	0.4071880123044114	0.4083010578949338	6.23327054557043e-6	5.205284022811447	6.429074150905726
gene_5277	NA	0.062706393444139	0.23546998611402503	0.741568459897333	0.04672474321459663	0.151307295373132	0.1810362201489998	FALSE	FALSE	FALSE	0	10.327199061989086	10.500258206437406	10.53916258661143	0.21196352462234458	0.23546998611402503	0.062706393444139	1.202688176937157	1.8855916737875515
gene_5278	Multi-region differential response	5.28423412945076e-11	-0.6857556838606611	0.00797324765156273	-0.28642066230488017	2.4664815349522e-4	-0.3878622295696643	TRUE	TRUE	TRUE	3	12.252948496904397	11.87620979900502	11.603590090747986	0.649358406156411	0.6857556838606611	5.28423412945076e-11	10.27701794827252	12.297887722150254
gene_5279	Multi-region differential response	3.4933699858426494e-18	0.5188920502037027	1.94552238744267e-10	0.3803624725911338	0.0350168120196966	0.13648212836979515	TRUE	TRUE	TRUE	3	12.891199142347034	13.026621499393979	13.400285181158772	0.5090860388117378	0.5188920502037027	3.4933699858426494e-18	17.456755415421465	19.003625554640607
gene_5280	Multi-region differential response	0.00503166530545647	-0.1957730671967197	0.00836737726420006	0.1849281471847274	1.06622887415289e-8	-0.3787455490414709	TRUE	TRUE	TRUE	3	11.632189103487296	11.284238265636645	11.453289905033706	0.3479508378506502	0.3787455490414709	1.06622887415289e-8	7.972149560682304	9.077591496615897
gene_5281	Non-contact specific	1.42834023744822e-28	-1.1216634192517698	0.239594561215851	-0.13103635187275817	1.20152132917048e-24	-0.9857758363812172	TRUE	FALSE	TRUE	2	10.670052852346227	9.86201137405569	9.75882557538369	0.9112272769625367	1.1216634192517698	1.42834023744822e-28	27.845168329222346	30.999722444688423
gene_5282	Non-contact specific	1.8181936710513496e-25	-1.172126129667789	0.298310656112344	-0.1290402506614465	9.269736456776619e-22	-1.0354642185625047	TRUE	FALSE	TRUE	2	10.73262213577908	9.876095247562255	9.777362246759154	0.955259889019926	1.172126129667789	1.8181936710513496e-25	24.740359858303766	28.039872006659273
gene_5283	Multi-region differential response	3.82630031382607e-29	-1.6336473738545312	5.93513265434409e-9	0.8564681974053817	1.16117052765639e-67	-2.5229315613469465	TRUE	TRUE	TRUE	3	13.157943994203459	10.776190804811256	11.584906175133773	2.381753189392203	2.5229315613469465	1.16117052765639e-67	66.93510399578098	74.36272030786706
gene_5284	Non-contact specific	4.3687292099271e-4	-0.43427069093088994	0.281635868948575	-0.1394425836976	0.0158167060657805	-0.2884511772529914	TRUE	FALSE	TRUE	2	9.574197059792322	9.362651440322109	9.263908725104992	0.3102883346873302	0.43427069093088994	4.3687292099271e-4	3.359644873642243	4.538474590191353
gene_5285	Reaction-zone specific	6.4336453525898e-4	-0.4135949970642848	1.91098587132048e-7	-0.6013483856024312	0.128160450130037	0.18558791928691243	TRUE	TRUE	FALSE	2	9.759673233441049	9.91261253319221	9.462070905562891	0.4505416276293186	0.6013483856024312	1.91098587132048e-7	6.718742523845163	8.371980922679343
gene_5286	Non-contact specific	3.99349158297659e-6	-0.30287570385177803	0.977544187837748	0.00246166246294537	3.27030570365899e-6	-0.30454022653043306	TRUE	FALSE	TRUE	2	12.87751379073381	12.580885500618065	12.583052595862322	0.2966282901157449	0.30454022653043306	3.27030570365899e-6	5.485411648193953	6.391120391370563
gene_5287	NA	3.9413772540804e-4	0.4203857193309835	0.11838162365889	0.19349632708310296	0.0790633289524869	0.21957554287019543	TRUE	FALSE	FALSE	1	12.587640304509435	12.815085722139974	13.014764951738995	0.4271246472295598	0.4203857193309835	3.9413772540804e-4	3.404351994080326	4.672248079971853
gene_5288	NA	0.676832085559467	0.10109167330668856	0.157949784511736	0.30774064690879505	0.370335402416529	-0.2026252700660473	FALSE	FALSE	FALSE	0	9.575368312403686	9.417496839980874	9.675768358490696	0.25827151850982233	0.30774064690879505	0.157949784511736	0.8014809622591665	1.6752337745865788
gene_5289	NA	0.233474582012142	-0.23222862095038843	0.668643352788318	-0.08749488189434526	0.500502545443658	-0.13536294519977235	FALSE	FALSE	FALSE	0	9.688276894726688	9.586735312493296	9.518242910550308	0.1700339841763796	0.23222862095038843	0.233474582012142	0.6317603934393631	1.2662516195165194
gene_5290	NA	0.528384699287005	-0.23083346402175	0.0686810859829291	-0.7509817402971667	0.277033773824964	0.3461050666582506	FALSE	FALSE	FALSE	0	7.404636951598204	7.554742993351639	7.3271681562070174	0.2275748371446218	0.7509817402971667	0.0686810859829291	1.1631628464076735	2.8927011641466285
gene_5291	Multi-region differential response	2.68424432559937e-17	-0.9122474453206356	0.00101598798054549	-0.3632232796932161	6.78530390079284e-7	-0.5348711975386541	TRUE	TRUE	TRUE	3	11.735597761058386	11.227485907188463	10.899926511946061	0.835671249112325	0.9122474453206356	2.68424432559937e-17	16.571177956300996	19.231344096054592
gene_5292	Multi-region differential response	8.16000292864036e-7	-0.6692939263059112	0.00211114951335218	0.4242588205697321	7.949854305840921e-17	-1.1124772892095898	TRUE	TRUE	TRUE	3	10.826926312319854	9.89937020556789	10.25187605999695	0.9275561067519646	1.1124772892095898	7.949854305840921e-17	16.099640830431472	19.252151515602616
gene_5293	Multi-region differential response	1.0466599854724e-4	-0.49202709942354905	1.58504992203918e-10	-0.7932444482614495	0.0231299874510781	0.2908138822245433	TRUE	TRUE	TRUE	3	10.784210775494001	11.05387211123536	10.360165587404074	0.6937065238312865	0.7932444482614495	1.58504992203918e-10	9.799957054881743	12.080152475235929
gene_5294	Plate-wide response	0.908963535588413	-0.01824512287308816	1.0301467840116e-4	-0.4780192112103164	1.8158993738407e-4	0.4590583597923294	FALSE	TRUE	TRUE	2	9.098570728283466	9.415742615961781	9.092094008184887	0.3236486077768941	0.4780192112103164	1.0301467840116e-4	3.987100888941028	5.266787919138555
gene_5295	NA	0.0802976326378254	-0.2780823462407287	0.0260747080955914	-0.33879941427047694	0.726829276436631	0.06252070743031611	FALSE	TRUE	FALSE	1	9.449948532743283	9.49505827726904	9.249933202062778	0.24512507520626237	0.33879941427047694	0.0260747080955914	1.583780544768488	2.506504448515704
gene_5296	Multi-region differential response	3.80556924376695e-24	0.7624853715358793	3.00625501093591e-5	0.3167351868229784	6.4198762917865804e-9	0.4397019249637087	TRUE	TRUE	TRUE	3	11.412580315885569	11.822361329565751	12.124149721898679	0.7115694060131101	0.7624853715358793	3.80556924376695e-24	23.419580371498885	25.656120520583755
gene_5297	Multi-region differential response	5.31197490874887e-82	1.6526325617980024	3.0332894713361096e-19	0.7268843200998218	1.80633563684489e-26	0.9138744095098366	TRUE	TRUE	TRUE	3	9.91293659260683	10.660458745863618	11.308418003748537	1.3954814111417075	1.6526325617980024	5.31197490874887e-82	81.27474398503644	85.97549051977414
gene_5298	Multi-region differential response	5.74013195766029e-12	0.483142227061925	0.00631150719001639	0.19767016744080396	7.6554106790112e-5	0.28253675243246057	TRUE	TRUE	TRUE	3	11.905135312685372	12.175222946380888	12.365713535542264	0.460578222856892	0.483142227061925	5.74013195766029e-12	11.241078123660392	12.667940800641134
gene_5299	NA	0.352161977546022	-0.14100262224891685	0.341559203850125	-0.1357808679035925	0.993589163360275	0.00180646157251156	FALSE	FALSE	FALSE	0	9.856285509882403	9.858905151542302	9.74582369890934	0.11308145263296154	0.14100262224891685	0.341559203850125	0.4665340074234055	0.8616207045542008
gene_5300	Reaction-zone specific	0.00709251418209387	0.36646190306496673	0.0029829331984605	0.4051990826957828	0.824210041582179	-0.03862029541853899	TRUE	TRUE	FALSE	2	11.35174070772325	11.31674566578885	11.71238035830163	0.39563469251277894	0.4051990826957828	0.0029829331984605	2.5253564723720423	3.7313893302763868
gene_5301	Plate-wide response	0.699286466253129	-0.04213484969427333	4.4077566775773e-4	0.3349097593400284	6.95695801553678e-5	-0.3744140143254301	FALSE	TRUE	TRUE	2	12.271730465572778	11.907735283613313	12.232713011257664	0.36399518195946534	0.3744140143254301	6.95695801553678e-5	4.157580617553047	5.2704038281633725
gene_5302	NA	0.186927026087467	-0.2524332314016912	0.652369497487101	-0.09125140823522712	0.428891440120248	-0.15279289304955543	FALSE	FALSE	FALSE	0	9.088610494415365	8.980563557132315	8.919502856321294	0.16910763809407037	0.2524332314016912	0.186927026087467	0.7283279033717305	1.4023020042691834
gene_5303	Multi-region differential response	8.573260661936678e-44	-1.6825976314074649	9.33605068026802e-8	-0.6543880626614296	1.10332346858754e-17	-1.0033658602671625	TRUE	TRUE	TRUE	3	11.22544633197878	10.348367335717382	9.820709250561366	1.404737081417414	1.6825976314074649	8.573260661936678e-44	43.066853971756785	47.83678631598913
gene_5304	Multi-region differential response	0.00115046742862011	-0.22276388650925635	3.4701700657375e-4	0.2403339250495009	1.03528948790195e-12	-0.4605900674004917	TRUE	TRUE	TRUE	3	12.132874514562214	11.697022290758946	11.922945992993979	0.43585222380326805	0.4605900674004917	1.03528948790195e-12	11.984938195695557	13.341970554299808
gene_5305	NA	0.822864316981756	-0.08330304344804602	0.163476210073025	-0.49217936795512135	0.267534419409552	0.3571799071388822	FALSE	FALSE	FALSE	0	7.334773444027817	7.4792911084253095	7.32685118682968	0.15243992159562936	0.49217936795512135	0.163476210073025	0.786545439246786	1.923344096752658
gene_5306	Plate-wide response	0.548400213935385	0.15512070711333356	0.0379742662217019	-0.4777170663496891	0.00556190637197797	0.6499344268765654	FALSE	TRUE	TRUE	2	8.337446367100721	8.698366708728472	8.425741495391463	0.3609203416277502	0.6499344268765654	0.00556190637197797	2.2547763262369735	3.9155655216178546
gene_5307	NA	0.260803637562715	0.20450463989129744	0.00257754113112947	0.5113845523459557	0.0886037490423469	-0.2969802034655831	FALSE	TRUE	FALSE	1	9.488078572935866	9.269389930328282	9.649839694745907	0.3804497644176248	0.5113845523459557	0.00257754113112947	2.588794395732113	3.992013264841649
gene_5308	Non-contact specific	0.0116325735425164	0.41596607830735566	0.229338719405179	-0.19671539671323737	9.10325612073782e-5	0.6184827646548856	TRUE	FALSE	TRUE	2	8.98221035829761	9.388445889060536	9.253323345046406	0.40623553076292573	0.6184827646548856	9.10325612073782e-5	4.040803238191761	5.684004298264458
gene_5309	Multi-region differential response	4.30418835987381e-19	-1.1030859289109347	1.82755611757358e-12	-0.8523458638967822	0.0463375708537341	-0.23693233854210613	TRUE	TRUE	TRUE	3	9.712811364774721	9.535279107335835	8.971721328626044	0.7410900361486767	1.1030859289109347	4.30418835987381e-19	18.36610873133241	21.313370625302955
gene_5310	Reaction-zone specific	5.11615102477427e-5	0.4302526915777165	5.98437771800816e-5	0.4216413356694141	0.973949804834758	0.00469734638450878	TRUE	TRUE	FALSE	2	11.113948095597339	11.117726476909956	11.515372852943628	0.40142475734628924	0.4302526915777165	5.11615102477427e-5	4.291056643970942	5.5529867844726635
gene_5311	Non-contact specific	0.00128351414544752	0.3453628029338494	0.292222760771764	0.1148065845531141	0.032678255628003	0.22684691849726357	TRUE	FALSE	TRUE	2	9.419360235241879	9.58231366348087	9.669340022991808	0.24997978774992902	0.3453628029338494	0.00128351414544752	2.8915993406614513	3.832304734279079
gene_5312	NA	0.662448328888107	-0.08054351183378551	0.415484708558498	-0.13938702432438316	0.753298942175277	0.05976156883007286	FALSE	FALSE	FALSE	0	9.261107993781678	9.299724568230989	9.203299460051346	0.096425108179643	0.13938702432438316	0.415484708558498	0.3814449552995337	0.756644112127943
gene_5313	Non-contact specific	5.1589802304247e-4	-0.2616668755785424	0.730135386794351	-0.03061145430061468	0.00237116278362815	-0.22949526892524635	TRUE	FALSE	TRUE	2	12.045330757194167	11.82629661803089	11.797291540561844	0.2480392166323231	0.2616668755785424	5.1589802304247e-4	3.2874361363705207	4.058809104159929
gene_5314	NA	0.299269403317919	-0.12526473134517402	0.0251519893964548	-0.24919042545268516	0.303021702610687	0.11874827714319028	FALSE	TRUE	FALSE	1	10.149513685899183	10.256205047008226	10.048646076907442	0.20755897010078428	0.24919042545268516	0.0251519893964548	1.5994276587299887	2.305367479736143
gene_5315	NA	0.63094074966612	-0.04922479250568467	0.903598216303265	-0.01349198227493701	0.749250775682995	-0.03521573856479293	FALSE	FALSE	FALSE	0	12.451395614852268	12.418468825711578	12.407083092440628	0.04431252241164074	0.04922479250568467	0.63094074966612	0.20001142253279258	0.3427735299558027
gene_5316	Non-contact specific	0.0269817224688885	-0.1847181070691864	0.818573215624233	0.02886320864535891	0.0141631698155794	-0.20754518857196244	TRUE	FALSE	TRUE	2	13.620770373682364	13.41065932355858	13.434687768317582	0.21011105012378373	0.20754518857196244	0.0141631698155794	1.848839537652377	2.4740409649200856
gene_5317	Plate-wide response	0.40955922079606	-0.09062637185615312	0.0413682451393984	0.20457323874790623	0.00264097551432646	-0.29479787925362083	FALSE	TRUE	TRUE	2	10.319336844727893	10.077493123337037	10.24600857253588	0.24184372139085575	0.29479787925362083	0.00264097551432646	2.5782356253141665	3.409675105212264
gene_5318	NA	0.73267843459147	-0.04567791313119199	0.0239869473268841	-0.2628596812452073	0.0703313000007815	0.2164672777560931	FALSE	TRUE	FALSE	1	10.652722660709527	10.850285454367611	10.61705721599038	0.23322823837723128	0.2628596812452073	0.0239869473268841	1.6200250185368115	2.3789726194044576
gene_5319	Non-contact specific	0.0093254813990426	0.28695406095168524	0.442283135618874	-0.09118493497937484	5.2181085368169e-4	0.381441775257767	TRUE	FALSE	TRUE	2	11.572085330275142	11.944522426380894	11.856196972525263	0.3724370961057524	0.381441775257767	5.2181085368169e-4	3.282486891803365	4.417807538424651
gene_5320	Non-contact specific	2.70899636250613e-9	0.8909867742134303	0.264319053720333	-0.17682069869781836	4.99689318850085e-13	1.0788994166989534	TRUE	FALSE	TRUE	2	10.7570297079562	11.762842201906789	11.590338580949318	1.0058124939505895	1.0788994166989534	4.99689318850085e-13	12.301299933755425	15.464911261103921
gene_5321	Plate-wide response	0.452332897155903	0.08275233228957715	9.5877122386268e-4	-0.3156827387435579	2.54115181183908e-5	0.39847366408934176	FALSE	TRUE	TRUE	2	10.05606445775553	10.38700131558814	10.123748402518954	0.33093685783260973	0.39847366408934176	2.54115181183908e-5	4.594969388836071	5.722853574847364
gene_5322	NA	0.155366653740645	-0.20554690925572727	0.0734903209903619	-0.24796235666141603	0.786969318275934	0.04430748748038024	FALSE	FALSE	FALSE	0	9.656223909766267	9.688076846790825	9.502001968162357	0.1860748786284674	0.24796235666141603	0.0734903209903619	1.1337698557086848	1.8157694476599842
gene_5323	NA	0.0607735474378104	-0.357983186127839	0.102278272106983	0.30544227217160563	2.0305959241612e-4	-0.6807308737995502	FALSE	FALSE	TRUE	1	9.210790998050697	8.77945359855556	8.97587175393427	0.4313373994951366	0.6807308737995502	2.0305959241612e-4	3.692376489872593	5.48517563696683
gene_5324	NA	1	4.361954558214316e-4	0.17616903914266	-0.18849268810065023	0.182942752351828	0.188062113102205	FALSE	FALSE	FALSE	0	9.069092074896503	9.195719049149297	9.069900456094077	0.1266269742527939	0.18849268810065023	0.17616903914266	0.7540704143744515	1.2576827648285458
gene_5325	NA	0.075317335442087	-0.2675522203842125	0.274768941291343	-0.16448429558333155	0.539875729374206	-0.09773254789932088	FALSE	FALSE	FALSE	0	9.281928147425866	9.207526436884148	9.098990412916203	0.18293773450966277	0.2675522203842125	0.075317335442087	1.1231050527454909	1.8411472280235786
gene_5326	Non-contact specific	2.43421255771021e-5	-0.6820608920358864	0.128511152942227	0.252958016832919	1.43773094429433e-9	-0.9530694462092274	TRUE	FALSE	TRUE	2	9.758170986064751	9.076347440894727	9.258892741343429	0.6818235451700243	0.9530694462092274	1.43773094429433e-9	8.842322379837116	11.430284817425594
gene_5327	NA	0.517089423702832	0.23320884336297687	0.374508010463089	0.2746122695196367	0.882287636402544	-0.04420723758515151	FALSE	FALSE	FALSE	0	7.314642105700699	7.291571780663955	7.379026996001262	0.08745521533730738	0.2746122695196367	0.374508010463089	0.4265388886114809	1.0632186429880617
gene_5328	Reaction-zone specific	0.014421148099639	1.376096678036949	0.0257460902163162	1.0735853326989604	0.771196889372712	0.08514172368591974	TRUE	TRUE	FALSE	2	7.326362454175247	7.3791738322795775	7.656852028385581	0.33048957421033354	1.376096678036949	0.014421148099639	1.8410001630916586	4.92368309337589
gene_5329	Reaction-zone specific	0.00181660754364986	-0.5459594491278768	2.8031249936654e-4	-0.6267695140388343	0.692030478267933	0.07949538805571117	TRUE	TRUE	FALSE	2	9.91198100336257	9.992359317991685	9.504752729450065	0.4876065885416203	0.6267695140388343	2.8031249936654e-4	3.5523575362572477	5.293503152876537
gene_5330	NA	0.527923818478487	-0.05516909982147728	0.965714579830691	0.00431414640185441	0.498533429388666	-0.05900218443505524	FALSE	FALSE	FALSE	0	10.77296432267884	10.721385525098832	10.724895013989723	0.051578797580008384	0.05900218443505524	0.498533429388666	0.30230571455943095	0.47188888100954984
gene_5331	NA	0.664087274449077	-0.06936624607855059	0.396157056487287	-0.12680840447665992	0.727095071077401	0.05764971498706223	FALSE	FALSE	FALSE	0	9.798885648681127	9.851687985954687	9.748833782368537	0.1028542035861495	0.12680840447665992	0.396157056487287	0.4021326038641235	0.7586036164035928
gene_5332	Plate-wide response	0.725315776348252	-0.06710725146519537	0.00805750128627622	-0.4554812813115152	0.0281886667848951	0.3775033844747599	FALSE	TRUE	TRUE	2	11.343788339983888	11.736330435722445	11.301790893528072	0.43453954219437385	0.4554812813115152	0.00805750128627622	2.0937996164861064	3.4393017213035106
gene_5333	NA	0.670040351648511	0.05727067918640986	0.984071516972469	0.00300774041614731	0.707609058653039	0.05177181045542169	FALSE	FALSE	FALSE	0	12.667937517150419	12.722577298363008	12.728570011031879	0.06063249388146019	0.05727067918640986	0.670040351648511	0.173899042119193	0.3490728943734729
gene_5334	Reaction-zone specific	1.96709778682019e-9	0.6446734979164361	3.06493570398234e-7	0.5370160347304223	0.410987259128273	0.10160028789972245	TRUE	TRUE	FALSE	2	10.131423680437818	10.20915762331629	10.670930226517125	0.5395065460793074	0.6446734979164361	1.96709778682019e-9	8.706174050237847	10.535027592150026
gene_5335	NA	0.111051280516385	-0.17428200261672036	0.19123204918476	-0.14364525445337428	0.829058927964487	-0.02770247792173207	FALSE	FALSE	FALSE	0	11.451216409252643	11.423480213375369	11.289773648521628	0.16144276073101516	0.17428200261672036	0.111051280516385	0.9544764292992649	1.4644831952637207
gene_5336	Multi-region differential response	5.8885371175534214e-9	-0.9034237539798718	0.011173591642815	-0.39301466734840146	0.00102593180638892	-0.4829781265580515	TRUE	TRUE	TRUE	3	9.386028851609543	9.052473027773122	8.809144274541556	0.5768845770679878	0.9034237539798718	5.8885371175534214e-9	8.22999258308791	10.61372466811564
gene_5337	NA	0.977918117133187	-0.01176190433174088	0.937020907647721	0.02834295978410724	0.910629044157806	-0.03557808716663221	FALSE	FALSE	FALSE	0	7.437662230095099	7.433800538035105	7.435082549185022	0.003861692059993871	0.03557808716663221	0.910629044157806	0.04065850215399883	0.11567636854725712
gene_5338	Reaction-zone specific	0.00474048382169574	0.39666684683515463	0.0067835427797056	0.3754842138689167	0.922820316537195	0.01637089199005127	TRUE	TRUE	FALSE	2	10.116275013689728	10.127154215794496	10.454590751741536	0.3383157380518078	0.39666684683515463	0.00474048382169574	2.324177331243707	3.455826762965824
gene_5339	Non-contact specific	2.5486579776034694e-11	0.8345770687547408	0.828867138687445	-0.03031775409521139	1.9558778444073898e-12	0.8650028804042588	TRUE	FALSE	TRUE	2	9.669032038519001	10.370116225723564	10.340627471204808	0.7010841872045628	0.8650028804042588	1.9558778444073898e-12	11.708658272839036	14.139748220852116
gene_5340	NA	0.458626122439128	-0.2726247211979339	0.163061016470735	-0.4947642788126474	0.584269516064613	0.17127355125580956	FALSE	FALSE	FALSE	0	7.431690973780566	7.4994770971015585	7.358095071291474	0.14138202581008485	0.4947642788126474	0.163061016470735	0.7876498547492916	1.9185604381846713
gene_5341	Multi-region differential response	4.71846601541442e-10	1.770479129684814	8.02824976238429e-5	1.0380034317228295	0.0252319862739758	0.5960756720081244	TRUE	TRUE	TRUE	3	8.053761581874406	8.344777188845825	8.92840143833567	0.874639856461263	1.770479129684814	4.71846601541442e-10	9.326199168594913	13.741797284425804
gene_5342	Reaction-zone specific	4.01012754628853e-6	0.4517572481330747	2.6906760992601e-4	0.3498377474257988	0.374265412032984	0.09788164192121725	TRUE	TRUE	FALSE	2	10.192134263647057	10.271243587365294	10.568210558899969	0.3760762952529113	0.4517572481330747	4.01012754628853e-6	5.396841813971245	6.676432605490306
gene_5343	Reaction-zone specific	3.42118212163795e-46	-2.5499969049063584	1.32956792295412e-55	-2.776363668787748	0.224972996369438	0.2054169620886676	TRUE	TRUE	FALSE	2	9.989494173053696	10.17341362510334	8.395614255634882	1.7777993694684575	2.776363668787748	1.32956792295412e-55	54.87628947118637	62.206816178230326
gene_5344	Non-contact specific	4.31977727450401e-6	0.3683006024754437	0.163090765849072	0.11591756531834406	0.00179710885730091	0.24984435276483996	TRUE	FALSE	TRUE	2	10.509730918889922	10.724764856173456	10.826358957654517	0.3166280387645948	0.3683006024754437	4.31977727450401e-6	5.364538644608116	6.417767888323598
gene_5345	Plate-wide response	0.0616130453602052	0.14601557647323624	1.73231777730283e-7	-0.37433777038216126	1.94336292404683e-13	0.5211986823448438	FALSE	TRUE	TRUE	2	11.002821645422937	11.474378427111072	11.132647085827609	0.4715567816881343	0.5211986823448438	1.94336292404683e-13	12.711446087103488	14.22540023348131
gene_5346	Non-contact specific	3.00106594840226e-57	-1.1943453776895918	0.70061885782169	0.03599885657751411	6.5286538526226e-67	-1.2304497452697505	TRUE	FALSE	TRUE	2	11.497190269668131	10.41406075756855	10.442916720482325	1.0831295120995819	1.2304497452697505	6.5286538526226e-67	66.18517635695551	69.7292053595946
gene_5347	NA	0.231022809855288	-0.341943125120018	0.0875291001547578	-0.4547593865052565	0.70409650578591	0.1070173098145444	FALSE	FALSE	FALSE	0	8.02488551051435	8.079246439787148	7.89519486365591	0.18405157613123801	0.4547593865052565	0.0875291001547578	1.057847536285532	2.151417885427283
gene_5348	Multi-region differential response	3.8901448601724005e-10	-0.5641115373833953	0.0407823618441726	-0.1901752545045275	2.16780599228528e-5	-0.3687703369844389	TRUE	TRUE	TRUE	3	10.436186059028394	10.127971604502836	9.974325529795223	0.4618605292331708	0.5641115373833953	3.8901448601724005e-10	9.410034226231579	11.00011783023154
gene_5349	NA	0.97135882575568	0.01125424507098721	0.585346412985201	0.13019539447297904	0.632964947927647	-0.11744424331172652	FALSE	FALSE	FALSE	0	10.107137887582345	9.992820059098584	10.133693469185257	0.1408734100866731	0.13019539447297904	0.585346412985201	0.23258703866694896	0.6338512376995802
gene_5350	NA	0.695027727334676	-0.06136997616107899	0.494927262989703	-0.08755552736934567	0.801723524543443	0.03428087456131268	FALSE	FALSE	FALSE	0	10.798843741048646	10.83608333497593	10.75965719481589	0.07642614016003968	0.08755552736934567	0.494927262989703	0.30545862248733763	0.5569958173860686
