gene_id	interaction_vs_self_padj	interaction_vs_self_lfc	interaction_vs_onu_padj	interaction_vs_onu_lfc	onu_vs_self_padj	onu_vs_self_lfc	sig_reaction_vs_noncontact	sig_reaction_vs_control	sig_control_vs_noncontact	sign_reaction_vs_noncontact	sign_reaction_vs_control	sign_control_vs_noncontact	n_significant	is_reaction_specific	is_noncontact_specific	is_plate_wide	is_complex	response_group	mean_noncontact	mean_control	mean_reaction	expression_range	minimum_relevant_padj	significance_score	maximum_abs_lfc	selection_score	selected_rank_within_group
gene_1826	1.53996848879657e-49	1.329866738222367	3.85247849474452e-41	1.1651825931309767	0.109381054647422	0.1589713233498218	TRUE	TRUE	FALSE	1	1	1	2	TRUE	FALSE	FALSE	FALSE	Reaction-zone specific	10.287936875168857	10.420411353692788	11.449629997333464	1.161693122164607	1.53996848879657e-49	48.81248816571015	1.329866738222367	52.63391476431949	42
gene_73	4.6873163147915695e-40	0.9458185346658514	5.24674717344089e-50	1.049433106442151	0.213986306638071	-0.10135327016905804	TRUE	TRUE	FALSE	1	1	-1	2	TRUE	FALSE	FALSE	FALSE	Reaction-zone specific	12.221466357568543	12.123779348965792	13.1376217537473	1.0138424047815082	5.24674717344089e-50	49.28010986277421	1.049433106442151	52.39281848044002	43
gene_705	1.23974400431238e-41	-1.8857189619857313	9.78524688550297e-47	-1.9957259092384845	0.516771070759047	0.10229924645797686	TRUE	TRUE	FALSE	-1	-1	1	2	TRUE	FALSE	FALSE	FALSE	Reaction-zone specific	11.667756709823198	11.770333092782627	10.036694984601699	1.7336381081809282	9.78524688550297e-47	46.00942821245269	1.9957259092384845	51.734518139110584	44
gene_4422	1.35208556012743e-27	5.29396776253635	7.36735363892625e-40	4.8865083626211305	0.505515841458799	0.2129455126842446	TRUE	TRUE	FALSE	1	1	1	2	TRUE	FALSE	FALSE	FALSE	Reaction-zone specific	7.314881654035493	7.359589062269945	8.908403402873413	1.5935217488379196	7.36735363892625e-40	39.13268848315881	5.29396776253635	51.31414575706943	45
gene_8282	1.82651287368227e-48	1.1220207737205252	2.90861181001914e-44	1.0304465515729253	0.318434863588633	0.0890523301217853	TRUE	TRUE	FALSE	1	1	1	2	TRUE	FALSE	FALSE	FALSE	Reaction-zone specific	10.58010684749685	10.66019991673562	11.582256854870948	1.002150007374098	1.82651287368227e-48	47.738377262434014	1.1220207737205252	50.98456881724916	46
gene_4147	2.11801743371416e-39	-0.6630328672122846	2.18213386223195e-48	-0.7306862452644276	0.242758127409644	0.06722046322543831	TRUE	TRUE	FALSE	-1	-1	1	2	TRUE	FALSE	FALSE	FALSE	Reaction-zone specific	13.555228258691049	13.621771488648077	12.906635790710002	0.7151356979380754	2.18213386223195e-48	47.66111861128871	0.7306862452644276	49.83762679975563	47
gene_3959	4.66163607826379e-32	1.558624650480455	3.05407544963638e-44	1.8017774006448255	0.111876899779589	-0.22628465717762447	TRUE	TRUE	FALSE	1	1	-1	2	TRUE	FALSE	FALSE	FALSE	Reaction-zone specific	9.686108164196106	9.52183763577934	10.976454572345057	1.4546169365657171	3.05407544963638e-44	43.51512023808641	1.8017774006448255	48.573291975941785	48
gene_4755	1.41187572904577e-34	-3.604106113321518	1.09800978658303e-38	-3.7670397538389	0.420524579531679	0.14489996954986217	TRUE	TRUE	FALSE	-1	-1	1	2	TRUE	FALSE	FALSE	FALSE	Reaction-zone specific	8.714798078781293	8.804519552632387	7.517090270429615	1.2874292822027718	1.09800978658303e-38	37.95939378899334	3.7670397538389	46.78090257887391	49
gene_2880	3.8318172482241695e-31	1.7696702078470494	7.516059070279789e-40	2.001179438416807	0.20006178369726	-0.20950967979701304	TRUE	TRUE	FALSE	1	1	-1	2	TRUE	FALSE	FALSE	FALSE	Reaction-zone specific	10.539894909364968	10.360341316496937	12.16915896753434	1.808817651037403	7.516059070279789e-40	39.12400981534696	2.001179438416807	44.93518634321797	50
gene_7979	1.64621709872658e-37	-2.2763847747910533	2.12806680518194e-38	-2.3072804306268972	0.894044272303087	0.02819168012718266	TRUE	TRUE	FALSE	-1	-1	1	2	TRUE	FALSE	FALSE	FALSE	Reaction-zone specific	14.470855208748501	14.52063507782798	12.259804182823546	2.2608308950044336	2.12806680518194e-38	37.67201474260515	2.3072804306268972	44.547406498863374	51
gene_7555	2.94695204949819e-17	11.47203531891304	3.5452865162398596e-20	9.62320670510971	0.800924356163454	0.08592570549293213	TRUE	TRUE	FALSE	1	1	1	2	TRUE	FALSE	FALSE	FALSE	Reaction-zone specific	7.009684681601915	7.0749071258253355	9.084347061846387	2.0746623802444715	3.5452865162398596e-20	19.450348661075065	11.47203531891304	44.46908167914561	52
gene_4313	1.17355579269707e-39	1.5635061652660394	2.02155221539587e-40	1.510086570009247	0.73475261272144	0.05077292018336363	TRUE	TRUE	FALSE	1	1	1	2	TRUE	FALSE	FALSE	FALSE	Reaction-zone specific	9.420767891232895	9.46665032487358	10.653578418759302	1.2328105275264072	2.02155221539587e-40	39.69431503663779	1.5635061652660394	44.05413789469628	53
gene_4142	5.907703473206779e-20	3.786419049916396	6.922010419477549e-34	4.654523404623728	0.134046265362339	-0.5096630134496233	TRUE	TRUE	FALSE	1	1	-1	2	TRUE	FALSE	FALSE	FALSE	Reaction-zone specific	7.3795288427757555	7.293448683754252	8.410638635418069	1.1171899516638168	6.922010419477549e-34	33.15976775131202	4.654523404623728	43.58600451222329	54
gene_3646	2.09450519060578e-38	-2.1215110916417625	9.636398920752158e-31	-1.879832344601378	0.18657706068864	-0.21803359337541844	TRUE	TRUE	FALSE	-1	-1	-1	2	TRUE	FALSE	FALSE	FALSE	Reaction-zone specific	10.658631271811352	10.46129209321818	9.072162175567936	1.586469096243416	2.09450519060578e-38	37.67891855903222	2.1215110916417625	43.50840983855916	55
gene_5837	4.26178356843685e-37	-2.850853776546193	1.7742643900414096e-34	-2.6981638100336056	0.43374120487794	-0.13733950076322127	TRUE	TRUE	FALSE	-1	-1	-1	2	TRUE	FALSE	FALSE	FALSE	Reaction-zone specific	8.957035895655904	8.867243270286037	7.76936780514035	1.1876680905155546	4.26178356843685e-37	36.3704086093896	2.850853776546193	43.259784252997534	56
gene_8427	3.945465624028829e-40	0.963013554316806	1.3556707939313798e-36	0.9059083929891436	0.535363177463145	0.05523340538487323	TRUE	TRUE	FALSE	1	1	1	2	TRUE	FALSE	FALSE	FALSE	Reaction-zone specific	11.95648543341228	12.008091636260538	12.88016521153062	0.9236797781183412	3.945465624028829e-40	39.40390173617737	0.963013554316806	42.25360862292932	57
gene_8570	6.54693221606041e-23	1.82924227591653	2.51575381672595e-37	2.161861503077023	0.143635368685391	-0.2864167794977343	TRUE	TRUE	FALSE	1	1	-1	2	TRUE	FALSE	FALSE	FALSE	Reaction-zone specific	8.090366827318018	7.979383402960377	8.958465295474028	0.9790818925136504	2.51575381672595e-37	36.59933185975638	2.161861503077023	41.90213675842408	58
gene_4706	4.29405553154509e-37	-1.634677045517613	4.97331799152509e-27	-1.3839142493281376	0.0925361039713841	-0.2302655610238978	TRUE	TRUE	FALSE	-1	-1	-1	2	TRUE	FALSE	FALSE	FALSE	Reaction-zone specific	13.950930899542302	13.716074569102204	12.359090822844793	1.5918400766975083	4.29405553154509e-37	36.367132343484386	1.634677045517613	41.22832651121712	59
gene_2232	9.39686349729441e-37	1.2868417299259822	1.20788045202346e-29	1.145356078682704	0.243718342481966	0.13396665039128056	TRUE	TRUE	FALSE	1	1	1	2	TRUE	FALSE	FALSE	FALSE	Reaction-zone specific	12.207318420607809	12.336265144801871	13.460272417183875	1.2529539965760659	9.39686349729441e-37	36.02701708183917	1.2868417299259822	39.8536545382672	60
gene_4150	0.419284673686686	0.0983053465882492	3.14777004865211e-200	3.216309770406138	3.72128636693843e-188	-3.114594286197338	FALSE	TRUE	TRUE	1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	17.580441573617332	14.478556518628896	17.68870579837143	3.2101492797425344	3.14777004865211e-200	199.50199700129681	3.216309770406138	209.14476582185162	1
gene_6922	0.85130207388795	-0.01371252255051013	3.9466626106648793e-94	1.2006639001377473	9.808331345854759e-97	-1.2121586641579214	FALSE	TRUE	TRUE	-1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	12.812645626663807	11.661438576364676	12.799315525204836	1.1512070502991314	9.808331345854759e-97	96.008404871206	1.2121586641579214	99.58392924982097	2
gene_6022	0.615551685266002	-0.06323341729184911	5.5621296060077e-81	2.097091152736022	9.58164925262702e-87	-2.162671908961267	FALSE	TRUE	TRUE	-1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	10.622892934399063	9.018842690926217	10.56674263316787	1.6040502434728463	9.58164925262702e-87	86.01855973103962	2.162671908961267	91.94795379243499	3
gene_1761	0.956793657193774	-0.00660679962684106	1.75872877273591e-77	-1.5533692579943927	4.1658690125201496e-78	1.5464130884944205	FALSE	TRUE	TRUE	-1	-1	1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	9.907446647084184	11.204967036858687	9.898129128005143	1.3068379088535433	4.1658690125201496e-78	77.38029438970129	1.5533692579943927	81.79387081454361	4
gene_2928	0.300102261130377	-0.11355980330919407	6.20763399754653e-42	1.334902057071704	9.54051357986253e-50	-1.4517398728924518	FALSE	TRUE	TRUE	-1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	11.380097431740852	10.128095745552201	11.276048702161313	1.2520016861886507	9.54051357986253e-50	49.020428245956616	1.4517398728924518	53.17590967793017	5
gene_4976	0.227873875197133	0.1010764074758512	1.98531183664638e-50	1.1154084634248624	8.662031783325827e-42	-1.0122226110725896	FALSE	TRUE	TRUE	1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	11.351955211004848	10.465380963640918	11.447723192534196	0.9823422288932786	1.98531183664638e-50	49.70217126809574	1.1154084634248624	52.915330423838746	6
gene_7976	0.237304497926016	-0.1877632558524613	1.18773255309011e-46	-2.1210915404081025	1.21047622350902e-38	1.9168675163335993	FALSE	TRUE	TRUE	-1	-1	1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	12.040657927226832	13.923370678357593	11.870384567704518	2.052986110653075	1.18773255309011e-46	45.92528134032559	2.1210915404081025	52.22045053179487	7
gene_5106	0.295579105023621	0.1303708238516401	3.0003241560539e-46	1.6016081081157147	5.12965088394074e-39	-1.4655969610947874	FALSE	TRUE	TRUE	1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	12.357219268702934	11.001507337469	12.494136485768903	1.492629148299903	3.0003241560539e-46	45.52283182142024	1.6016081081157147	50.21867718595158	8
gene_7492	0.985511922984637	-0.00150885758982254	2.40603807363214e-48	-0.7862780779898776	1.46705759374341e-48	0.7839870674976015	FALSE	TRUE	TRUE	-1	-1	1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	11.683776198154845	12.427156369617398	11.68431733987567	0.7433801714625528	1.46705759374341e-48	47.83355283629034	0.7862780779898776	50.149489163732646	9
gene_1413	0.0664597435188694	-0.1213120750747958	7.84559824900095e-35	0.7495806148286812	3.3996600661802603e-47	-0.8718727343786226	FALSE	TRUE	TRUE	-1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	12.518047440320563	11.690732795414316	12.40052699130773	0.827314644906247	3.3996600661802603e-47	46.46856450612326	0.8718727343786226	49.03962461978675	10
gene_8179	0.756433565783199	-0.06007872436495507	2.50978398633349e-40	2.495959968424885	4.287201331224188e-43	-2.5620798741162347	FALSE	TRUE	TRUE	-1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	8.772274357091359	7.767182055000444	8.743068152289654	1.0050923020909144	4.287201331224188e-43	42.36782612111111	2.5620798741162347	48.497078171434495	11
gene_5753	0.549574317865844	0.06659633667770251	2.0636846706176397e-45	1.3475765458145008	4.05086720568558e-41	-1.277838727809751	FALSE	TRUE	TRUE	1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	10.720267787209202	9.693489764524085	10.780039952348327	1.0865501878242423	2.0636846706176397e-45	44.685356661828166	1.3475765458145008	48.46705994128141	12
