gene_id	interaction_vs_self_padj	interaction_vs_self_lfc	interaction_vs_onu_padj	interaction_vs_onu_lfc	onu_vs_self_padj	onu_vs_self_lfc	sig_reaction_vs_noncontact	sig_reaction_vs_control	sig_control_vs_noncontact	sign_reaction_vs_noncontact	sign_reaction_vs_control	sign_control_vs_noncontact	n_significant	is_reaction_specific	is_noncontact_specific	is_plate_wide	is_complex	response_group	mean_noncontact	mean_control	mean_reaction	expression_range	minimum_relevant_padj	significance_score	maximum_abs_lfc	selection_score	selected_rank_within_group
gene_3026	0.811297354276682	-0.03518276745873102	1.05283936392086e-41	1.67200373616659	9.80710922929826e-44	-1.7087850544787504	FALSE	TRUE	TRUE	-1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	10.568062424493691	9.263916215696387	10.540105397087721	1.3041462087973041	9.80710922929826e-44	43.00845898760225	1.7087850544787504	47.73017530535706	13
gene_3100	0.640285898406744	-0.04123327657988437	4.78205450763716e-39	0.965736374038384	1.54925185257625e-42	-1.0071081211445163	FALSE	TRUE	TRUE	-1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	13.0819051992804	12.109111321163505	13.041503658832548	0.9727938781168941	1.54925185257625e-42	41.80987797585399	1.0071081211445163	44.79688809625992	14
gene_4159	0.0938625687384469	-0.1679432814014959	1.1076337796754e-30	1.072906330908935	4.753908669761879e-42	-1.2454615329044414	FALSE	TRUE	TRUE	-1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	10.122375617807549	9.216828505680978	9.988757424874137	0.9055471121265715	4.753908669761879e-42	41.3229491660238	1.2454615329044414	44.71941934395925	15
gene_3372	0.0919932753917346	0.23260574230368117	4.7660065032498386e-30	-1.4173552316067324	2.19952546053875e-40	1.661880383653999	FALSE	TRUE	TRUE	1	-1	1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	9.571608879162193	10.913029452583354	9.747983204667714	1.3414205734211606	2.19952546053875e-40	39.65767100649572	1.661880383653999	44.322852347224874	16
gene_5771	0.452637228800729	0.06937144042541776	1.2494573701519099e-34	-0.9878760428810648	1.0372088976779e-39	1.058562710442122	FALSE	TRUE	TRUE	1	-1	1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	13.01473150683529	14.055417436497159	13.08318976380262	1.0406859296618691	1.0372088976779e-39	38.984133766299294	1.058562710442122	42.141945116845406	17
gene_1250	0.926555324855378	0.00818767619432398	7.814105305998439e-40	0.9508964891005168	3.47723872018779e-39	-0.9440925395835308	FALSE	TRUE	TRUE	1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	13.843176197546402	12.91970446770525	13.854609872039136	0.934905404333886	7.814105305998439e-40	39.10712074034621	0.9508964891005168	41.94381912288114	18
gene_6829	0.33867916968926	-0.17315142796447547	4.97100158425118e-37	-1.8951544322489513	7.27551315349457e-33	1.70885251498598	FALSE	TRUE	TRUE	-1	-1	1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	8.404330579681897	9.369283575997743	8.319402925463313	1.0498806505344298	4.97100158425118e-37	36.30355609845194	1.8951544322489513	41.14374561348427	19
gene_1903	0.0535782022928725	-0.2154713306245204	4.57062904966217e-26	1.114110899975171	2.79767672152967e-37	-1.3366461482777436	FALSE	TRUE	TRUE	-1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	11.601960643494646	10.419642262435373	11.40303354559968	1.1823183810592734	2.79767672152967e-37	36.55320247074739	1.3366461482777436	40.40881314836215	20
gene_2432	0.0755691956146808	-0.2747262284333864	1.64408878154052e-25	1.5572687104255185	1.5005781402425198e-35	-1.8494104768097728	FALSE	TRUE	TRUE	-1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	12.414953346497928	10.713070078612253	12.153457807883358	1.701883267885675	1.5005781402425198e-35	34.82374138444936	1.8494104768097728	40.224445605954585	21
gene_6517	0.214033666169612	-0.08909188466854388	7.41722724283211e-28	0.7000756438363241	1.62713185573851e-35	-0.7914803347409415	FALSE	TRUE	TRUE	-1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	12.096828490381768	11.35958085373393	12.013987028011028	0.7372476366478384	1.62713185573851e-35	34.78857725228787	0.7914803347409415	37.108785558417594	22
gene_2860	0.293638818997733	-0.15501153942527018	6.448279604821399e-32	-1.537942315861644	4.95102808160878e-26	1.379373864749175	FALSE	TRUE	TRUE	-1	-1	1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	11.66516503237748	12.992380037116027	11.527814891361032	1.4645651457549942	6.448279604821399e-32	31.190556139286354	1.537942315861644	35.73100591676464	23
gene_7063	0.270013968448567	0.13369408252505688	1.34406402667116e-32	1.3024404082214074	2.6943321872032197e-26	-1.1630682783891315	FALSE	TRUE	TRUE	1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	11.255276605561587	10.244177478884279	11.378163673540017	1.1339861946557388	1.34406402667116e-32	31.871580042466967	1.3024404082214074	35.61044705356552	24
gene_1541	0.103941073271651	-0.16970901919073628	2.51326853342501e-23	0.9660260515825052	2.44272513725703e-32	-1.140363216527536	FALSE	TRUE	TRUE	-1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	11.304069382560037	10.3137949981485	11.153500813227817	0.9902743844115367	2.44272513725703e-32	31.612125398392227	1.140363216527536	34.88312621585883	25
gene_3863	0.117379810824102	0.15026115821458785	2.49743648099192e-31	1.0299076202903268	5.21409267903273e-23	-0.8744408404258991	FALSE	TRUE	TRUE	1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	12.984452088713846	12.129901546652187	13.133113780574625	1.0032122339224383	2.49743648099192e-31	30.60250554866975	1.0299076202903268	33.66553302317284	26
gene_3343	0.0947277215547817	0.2397501056749262	8.995679042253888e-30	1.5446111907671225	4.4089376155233805e-21	-1.2870810200086256	FALSE	TRUE	TRUE	1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	9.774723136829016	8.898872213257551	9.96393519459282	1.0650629813352683	8.995679042253888e-30	29.04596604819691	1.5446111907671225	33.20025141106642	27
gene_6046	0.107894758045064	0.20280899688156812	8.73320962439748e-21	-1.055693037154605	4.19101743565508e-29	1.2677306686079728	FALSE	TRUE	TRUE	1	-1	1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	9.702262324716552	10.720296398288491	9.857492853950559	1.0180340735719398	4.19101743565508e-29	28.37768053239139	1.2677306686079728	31.931175943179277	28
gene_4329	0.929381450722697	0.01167303365573911	1.14685630676857e-28	-1.099314745510264	2.50989423890529e-29	1.106174437547444	FALSE	TRUE	TRUE	1	-1	1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	13.145986382869392	14.24942717747863	13.162167706356026	1.103440794609238	2.50989423890529e-29	28.60034457829089	1.106174437547444	31.916134247995018	29
gene_7707	0.465415558164406	-0.08912788015020233	2.13837580600816e-24	1.1458148547619262	1.66781996583579e-28	-1.2337908694343236	FALSE	TRUE	TRUE	-1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	14.055224264584378	12.837439010382576	13.966770156939189	1.217785254201802	1.66781996583579e-28	27.777850831434456	1.2337908694343236	31.463217824504902	30
gene_4860	0.0936093425871939	-0.10180760361262708	2.1159239354896994e-20	0.5162490796633262	4.72323724887406e-29	-0.6179209774932939	FALSE	TRUE	TRUE	-1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	12.8899082701404	12.293171984332904	12.791482940805517	0.5967362858074967	4.72323724887406e-29	28.325760239202243	0.6179209774932939	30.158338479996324	31
gene_5803	0.844216153234877	-0.02360196898574498	3.12856795778867e-27	-0.9919882807117026	2.3098899406547495e-26	0.9667915051192738	FALSE	TRUE	TRUE	-1	-1	1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	9.91673691369224	10.709531938329468	9.895021480041105	0.8145104582883622	3.12856795778867e-27	26.504654406973156	0.9919882807117026	29.303141426684924	32
gene_1701	0.820838911212396	-0.04006060109576086	4.5100230078839e-24	1.5259479801285742	1.9595528021000195e-25	-1.567459099792357	FALSE	TRUE	TRUE	-1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	11.257854560050072	9.92668868212662	11.230695444510173	1.3311658779234516	1.9595528021000195e-25	24.70784302953127	1.567459099792357	29.173927107039432	33
gene_1014	0.590035912568855	-0.04267203669012805	6.257861600154499e-24	0.6749660563868629	2.92288708965357e-27	-0.718108273933448	FALSE	TRUE	TRUE	-1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	11.267997261339584	10.633074495633277	11.230097528893593	0.6349227657063068	2.92288708965357e-27	26.5341879609982	0.718108273933448	28.6053272745714	34
gene_3254	0.37513585711339	-0.09294133289699424	1.06821230196214e-21	0.8979522379646023	1.96192723869816e-26	-0.9808325990232732	FALSE	TRUE	TRUE	-1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	12.375015942704252	11.450806200326722	12.289479049500692	0.9242097423775295	1.96192723869816e-26	25.70731710318331	0.9808325990232732	28.593192043607388	35
gene_8289	0.179885230955609	-0.11488389871924708	5.09885139746739e-20	0.724961086755012	1.01574189964302e-26	-0.8425418731562393	FALSE	TRUE	TRUE	-1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	14.160288359805772	13.324526541866128	14.04568893004041	0.8357618179396447	1.01574189964302e-26	25.993216632407275	0.8425418731562393	28.5140621966594	36
gene_1373	0.599287958820427	0.04375781720464345	1.09438614330276e-26	0.7487272917312793	8.779406416306699e-24	-0.7032512299786621	FALSE	TRUE	TRUE	1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	12.635822050474191	11.960923796789677	12.678632211227933	0.7177084144382562	1.09438614330276e-26	25.960829414459162	0.7487272917312793	28.175992412359978	37
gene_8068	0.240703346678123	0.18081989283707336	4.58759431455456e-24	1.4502525061307563	1.95031437938312e-18	-1.257200377469859	FALSE	TRUE	TRUE	1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	11.688516041995362	10.563837816716221	11.879409557017636	1.315571740301415	4.58759431455456e-24	23.338414994157933	1.4502525061307563	27.55449174672086	38
gene_8374	0.617921046147038	0.03782970662358372	4.02683885097922e-26	0.581782203689217	2.25697934755572e-23	-0.5540814130013976	FALSE	TRUE	TRUE	1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	15.28980799605126	14.741988095145686	15.322863230188178	0.5808751350424917	4.02683885097922e-26	25.395035749963178	0.581782203689217	27.139475292384105	39
gene_7331	0.375498252674587	-0.08272595830833476	1.89937820022855e-25	-0.8289374184694853	5.44577918239869e-21	0.744305780669075	FALSE	TRUE	TRUE	-1	-1	1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	10.906728816902918	11.587748537524996	10.83826874781114	0.7494797897138561	1.89937820022855e-25	24.721388550840317	0.8289374184694853	27.128743177493142	40
gene_5706	0.413890838273417	-0.14565392949199835	4.16466493778046e-23	-1.5956498760649775	4.116278765532e-19	1.4391430718834837	FALSE	TRUE	TRUE	-1	-1	1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	11.637334560377468	13.045749946726483	11.516638286291856	1.5291116604346264	4.16466493778046e-23	22.380419933399214	1.5956498760649775	27.100831345963794	41
gene_3880	0.415319618827166	-0.22529309369271536	2.50520054371871e-21	-2.5007197289761987	3.1051873510791393e-18	2.2253860696307295	FALSE	TRUE	TRUE	-1	-1	1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	8.025506368424107	9.104071453477058	7.922654277108252	1.1814171763688055	2.50520054371871e-21	20.601157502713182	2.5007197289761987	26.784014137034383	42
gene_3038	0.552088046478158	-0.06646122704053517	2.5110694499343e-21	0.9107647236473186	1.1892135216469e-24	-0.9787069269632552	FALSE	TRUE	TRUE	-1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	10.818548547987135	10.000459955051646	10.757079814933427	0.8180885929354886	1.1892135216469e-24	23.92474016140517	0.9787069269632552	26.700242608267168	43
gene_1904	0.0988627832928906	-0.33421112348648135	1.13211486474957e-14	1.593414835349642	4.030861534720139e-22	-1.9655337563335815	FALSE	TRUE	TRUE	-1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	9.024165185861081	8.061335038294683	8.811285239021865	0.9628301475663985	4.030861534720139e-22	21.39460212016494	1.9655337563335815	26.288499780398503	44
gene_800	0.0891205039995581	-0.1966369412577456	4.53648700197861e-16	0.88179412050301	6.74632287348877e-24	-1.0861502409812036	FALSE	TRUE	TRUE	-1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	11.086918075419902	10.152360561879394	10.906006146104398	0.9345575135405078	6.74632287348877e-24	23.170932877671127	1.0861502409812036	26.27779087317404	45
gene_5701	0.0914021670184661	-0.30218125405896873	7.42641480650057e-15	1.367214942535985	3.28321557045772e-22	-1.6962412888667735	FALSE	TRUE	TRUE	-1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	10.757786342076681	9.418877209390832	10.488758515092458	1.338909132685849	3.28321557045772e-22	21.483700601283246	1.6962412888667735	26.21509231170264	46
gene_283	0.238505963074805	-0.17517872805992568	2.89294943231612e-23	-1.2472810906159169	2.57516025867111e-18	1.060265913752309	FALSE	TRUE	TRUE	-1	-1	1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	8.782501219740542	9.44985082911178	8.683241535255942	0.7666092938558382	2.89294943231612e-23	22.538659157592257	1.2472810906159169	25.799830632679928	47
gene_7978	0.0747598488836299	-0.28882967071606297	6.4690751384639e-22	-1.5064056448682794	2.28105394772232e-14	1.1960916922445537	FALSE	TRUE	TRUE	-1	-1	1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	13.443184608336086	14.66266550643038	13.163920163442565	1.4987453429878155	6.4690751384639e-22	21.189157804489327	1.5064056448682794	25.700714437213698	48
gene_6949	0.10991546682128	0.14309274155043322	9.00598805334405e-24	0.8208499378432518	1.87404489103846e-16	-0.6752331926875499	FALSE	TRUE	TRUE	1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	11.580577938141394	10.961162999384845	11.713964543001754	0.7528015436169095	9.00598805334405e-24	23.045468633474595	0.8208499378432518	25.43997005277801	49
gene_5606	0.249073318274028	-0.11937835120236684	1.54502268835276e-23	-0.9092786689889611	3.80471924086211e-18	0.7864914920650568	FALSE	TRUE	TRUE	-1	-1	1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	10.662467485895522	11.367747782507855	10.56269024690496	0.8050575356028951	1.54502268835276e-23	22.811065138663704	0.9092786689889611	25.43468001224452	50
gene_822	0.571625777457291	-0.08606608952015624	1.21339640049018e-22	-1.2278724092210431	7.30305464096888e-20	1.1401304572283646	FALSE	TRUE	TRUE	-1	-1	1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	10.140018869523361	11.1280591923342	10.078565973939547	1.0494932183946535	1.21339640049018e-22	21.915997297713687	1.2278724092210431	25.421235334550424	51
gene_6138	0.122381276239502	-0.21097992610166907	7.17939743456184e-22	-1.1658225154714026	2.19829132864969e-15	0.944738721762786	FALSE	TRUE	TRUE	-1	-1	1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	9.290671142870224	9.988459302200745	9.154917552396746	0.8335417498039988	7.17939743456184e-22	21.143912004480026	1.1658225154714026	24.30909878522683	52
gene_2174	0.1015335669839	-0.1459610942817076	5.0064637916743105e-15	0.647614262199799	4.3441420403244e-22	-0.7967215942880025	FALSE	TRUE	TRUE	-1	1	-1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	16.929277269870543	16.123904234562804	16.78157452596685	0.8053730353077384	4.3441420403244e-22	21.362095983069167	0.7967215942880025	23.76091220695291	53
gene_7977	0.891970468548544	-0.02604665673893737	3.67972007499734e-20	-1.4501301235395998	1.8617823488869097e-19	1.4256873528200482	FALSE	TRUE	TRUE	-1	-1	1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	11.688245543705545	13.073124434092426	11.677804588976004	1.395319845116422	3.67972007499734e-20	19.434185217877552	1.4501301235395998	23.729765310073173	54
gene_7196	0.716134273810469	0.08183990505553818	1.10831864299329e-17	-1.6819250408809163	1.7281305326014498e-19	1.7749562362450777	FALSE	TRUE	TRUE	1	-1	1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	9.000437949667722	10.304904262548074	9.068549335055438	1.3044663128803524	1.7281305326014498e-19	18.76242345662132	1.7749562362450777	23.616802241991827	55
gene_3585	0.357569840084873	0.09703205718263816	2.55772245822922e-17	-0.7899390769835253	1.26771024120903e-21	0.8907399975568111	FALSE	TRUE	TRUE	1	-1	1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	12.751730669412327	13.63128251027932	12.851313485507879	0.8795518408669931	1.26771024120903e-21	20.89698000120548	0.8907399975568111	23.558011837186093	56
gene_2820	0.0537036579356305	-0.17348203216787494	9.2564856380838e-22	-0.7839948877791132	9.99039014252436e-14	0.6139724688064118	FALSE	TRUE	TRUE	-1	-1	1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	13.624450240879458	14.241112986585385	13.45599419908398	0.7851187875014052	9.2564856380838e-22	21.03355386835976	0.7839948877791132	23.38666243141939	57
gene_6313	0.412631497219495	-0.2100013899717408	2.8264002357706096e-19	-2.005749308225512	6.99061349473078e-17	1.7597543779944218	FALSE	TRUE	TRUE	-1	-1	1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	7.904524064559675	8.614522690499854	7.826998020445232	0.7875246700546219	2.8264002357706096e-19	18.548766339345548	2.005749308225512	23.347789625851195	58
gene_4118	0.0680636846159845	0.19728686358581357	2.22493490437464e-13	-0.7199090443896576	4.99678079615593e-21	0.9224546427952586	FALSE	TRUE	TRUE	1	-1	1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	10.194924178812283	10.994318694716924	10.368553512008951	0.7993945159046412	4.99678079615593e-21	20.301309702210006	0.9224546427952586	22.945613503705165	59
gene_830	0.555824789148145	-0.06198264680074383	2.74848458734966e-21	-0.8363674814073722	1.44766315023807e-18	0.7716785647863657	FALSE	TRUE	TRUE	-1	-1	1	2	FALSE	FALSE	TRUE	FALSE	Plate-wide response	10.135987013760394	10.789730484386672	10.08792587508382	0.7018046093028509	2.74848458734966e-21	20.560906694080373	0.8363674814073722	22.935446266197967	60
gene_3809	0	5.285568982592621	4.767379085936079e-42	0.986760252764418	0	4.291541805829876	TRUE	TRUE	TRUE	1	1	1	3	FALSE	FALSE	FALSE	TRUE	Multi-region differential response	9.647783925605903	13.469494445915888	14.448135773376217	4.8003518477703135	0	300	5.285568982592621	315.37148981295553	1
gene_594	1.3161101078479499e-158	-2.9704464208803847	1.87837803905752e-83	2.5136966439184403	0	-5.498327904895308	TRUE	TRUE	TRUE	-1	1	-1	3	FALSE	FALSE	FALSE	TRUE	Multi-region differential response	11.878799015481087	8.105486744632735	9.40871236624802	3.7733122708483524	0	300	5.498327904895308	314.769968080639	2
gene_972	6.87482979941031e-207	-3.050465215838937	4.3588845291314894e-54	1.5607283165233032	0	-4.627396319455781	TRUE	TRUE	TRUE	-1	1	-1	3	FALSE	FALSE	FALSE	TRUE	Multi-region differential response	15.701162028913682	11.226131941112587	12.695770186839011	4.475030087801095	0	300	4.627396319455781	313.72982272671265	3
gene_6950	0	-2.356138025438902	0	2.2292670849948437	0	-4.587517318397238	TRUE	TRUE	TRUE	-1	1	-1	3	FALSE	FALSE	FALSE	TRUE	Multi-region differential response	15.995808701358607	11.530372826366609	13.660642425498123	4.465435874991998	0	300	4.587517318397238	313.6404705117865	4
gene_8391	0	-4.940259780562302	5.172061117642679e-207	-3.94675197487738	2.87827210406967e-34	-0.9830146356237596	TRUE	TRUE	TRUE	-1	-1	-1	3	FALSE	FALSE	FALSE	TRUE	Multi-region differential response	11.639420185061958	10.754407859008055	8.212823988302334	3.4265961967596237	0	300	4.940259780562302	313.3071157578843	5
gene_8173	3.0812598547559e-151	-2.887473426086142	7.155271468402339e-45	1.5722174373074052	0	-4.474928133304611	TRUE	TRUE	TRUE	-1	1	-1	3	FALSE	FALSE	FALSE	TRUE	Multi-region differential response	15.013710551261246	10.753549371062586	12.19427074916616	4.26016118019866	0	300	4.474928133304611	313.2100174468079	6
gene_5989	2.51351551818025e-152	-1.6624530460909992	0	2.7955951682658218	0	-4.462592960185542	TRUE	TRUE	TRUE	-1	1	-1	3	FALSE	FALSE	FALSE	TRUE	Multi-region differential response	13.090680108105609	9.262585553757182	11.511967704730207	3.828094554348427	0	300	4.462592960185542	312.7532804747195	7
gene_8180	3.7041143146505e-52	-1.6897169778946446	1.6068694379443e-116	2.551505881192736	0	-4.256284582586075	TRUE	TRUE	TRUE	-1	1	-1	3	FALSE	FALSE	FALSE	TRUE	Multi-region differential response	17.698518871780056	13.46401157959925	16.005451930367954	4.2345072921808065	0	300	4.256284582586075	312.74707645735293	8
gene_6516	1.61463976384793e-81	-1.7186083491307316	1.40754461441225e-161	2.599835993617419	0	-4.32839726639039	TRUE	TRUE	TRUE	-1	1	-1	3	FALSE	FALSE	FALSE	TRUE	Multi-region differential response	12.548146548479302	8.988757269431044	10.952382896797857	3.5593892790482577	0	300	4.32839726639039	312.21618381182907	9
gene_4925	0	-3.983294307782807	0	-3.490798709946422	3.52599775193674e-10	-0.48403747926302454	TRUE	TRUE	TRUE	-1	-1	-1	3	FALSE	FALSE	FALSE	TRUE	Multi-region differential response	13.50359276663177	13.023179186862354	9.902343733374178	3.6012490332575933	0	300	3.983294307782807	311.56783764882323	10
gene_5987	1.13893269694188e-73	-1.8008920498467236	2.00997827416375e-81	1.978352771407753	0	-3.7930518882041144	TRUE	TRUE	TRUE	-1	1	-1	3	FALSE	FALSE	FALSE	TRUE	Multi-region differential response	12.352804417384819	9.19590269569436	10.70307787388161	3.15690172169046	0	300	3.7930518882041144	310.7430054980987	11
gene_848	6.637410164757607e-157	-1.919837387412279	2.23423247580553e-116	1.6946225754088082	0	-3.6223121475077926	TRUE	TRUE	TRUE	-1	1	-1	3	FALSE	FALSE	FALSE	TRUE	Multi-region differential response	13.752607333588958	10.391413015402872	11.900617517302097	3.3611943181860866	0	300	3.6223121475077926	310.6058186132017	12
gene_7351	2.997076345665599e-212	-2.031658732004542	2.96801250870045e-77	1.2230456452542198	0	-3.2575554044579347	TRUE	TRUE	TRUE	-1	1	-1	3	FALSE	FALSE	FALSE	TRUE	Multi-region differential response	17.614631447721536	14.366946784116802	15.585427164468388	3.2476846636047334	0	300	3.2575554044579347	309.7627954725206	13
gene_412	4.6353692225443786e-182	2.3412025303816426	0	3.03389438850221	2.27279640602248e-16	-0.6815516313271728	TRUE	TRUE	TRUE	1	1	-1	3	FALSE	FALSE	FALSE	TRUE	Multi-region differential response	12.263034405415388	11.615374080111177	14.549906360316648	2.9345322802054703	0	300	3.03389438850221	309.0023210572099	14
gene_6651	4.59424503530932e-108	-1.4192387765682135	4.69011630890391e-128	1.5642990325349562	0	-2.991718506677332	TRUE	TRUE	TRUE	-1	1	-1	3	FALSE	FALSE	FALSE	TRUE	Multi-region differential response	14.70921439633219	11.807363264494736	13.307374065620715	2.9018511318374536	0	300	2.991718506677332	308.88528814519213	15
gene_2419	7.28307509670835e-272	2.246229909230619	0	2.632256292100371	1.03890505927726e-8	-0.37987545461470623	TRUE	TRUE	TRUE	1	1	-1	3	FALSE	FALSE	FALSE	TRUE	Multi-region differential response	12.291754383972878	11.929890268912485	14.484156210534001	2.554265941621516	0	300	2.632256292100371	307.81877852582227	16
gene_4899	0	2.210582801213389	1.09979702383909e-176	1.481941954502093	8.78449485470699e-41	0.7241980908212059	TRUE	TRUE	TRUE	1	1	1	3	FALSE	FALSE	FALSE	TRUE	Multi-region differential response	12.263997242516988	12.962135861244906	14.417485273261148	2.1534880307441604	0	300	2.210582801213389	306.5746536331709	17
gene_6634	3.8119071402406897e-44	-0.6162105878981834	3.05862285911166e-277	1.575331600209862	0	-2.195987584098348	TRUE	TRUE	TRUE	-1	1	-1	3	FALSE	FALSE	FALSE	TRUE	Multi-region differential response	14.156319497155268	12.02878777794868	13.54872150144496	2.127531719206589	0	300	2.195987584098348	306.51950688740334	18
gene_6065	2.52065618245612e-104	-1.0865032287778464	1.2106244817981095e-95	1.054367901840498	0	-2.1451270326125993	TRUE	TRUE	TRUE	-1	1	-1	3	FALSE	FALSE	FALSE	TRUE	Multi-region differential response	13.432649584151676	11.392999459811024	12.380228000667222	2.0396501243406515	0	300	2.1451270326125993	306.32990418956587	19
gene_8012	2.0346172675464297e-173	-2.8936066350327656	3.25988431337253e-17	0.8895285306767059	7.61975461609438e-293	-3.798561450002396	TRUE	TRUE	TRUE	-1	1	-1	3	FALSE	FALSE	FALSE	TRUE	Multi-region differential response	14.413690091397893	10.808232860937398	11.619595158186684	3.6054572304604946	7.61975461609438e-293	292.1180590143024	3.798561450002396	303.3206391447677	20
gene_8037	2.7656082915890796e-245	-4.623319335775009	1.03274474147895e-288	-4.9813184527977095	2.246003943906e-4	0.3472977094850304	TRUE	TRUE	TRUE	-1	-1	1	3	FALSE	FALSE	FALSE	TRUE	Multi-region differential response	11.268543611039556	11.593546694736418	8.175434912527637	3.418111782208781	1.03274474147895e-288	287.98600700768276	4.9813184527977095	301.366755695487	21
gene_5946	1.31762150180799e-32	1.0008759456977967	2.6824958929245487e-287	3.043111797212404	7.4210889157592e-128	-2.031421962936745	TRUE	TRUE	TRUE	1	1	-1	3	FALSE	FALSE	FALSE	TRUE	Multi-region differential response	12.871393614872542	10.976067558547271	13.857916139828552	2.8818485812812806	2.6824958929245487e-287	286.5714609342946	3.043111797212404	295.5395331100007	22
gene_3064	2.97034720667165e-283	2.3255746448297945	3.08668320106351e-9	0.3702233673360421	5.559165482941419e-203	1.950679835752294	TRUE	TRUE	TRUE	1	1	1	3	FALSE	FALSE	FALSE	TRUE	Multi-region differential response	10.842953230983632	12.651915271697543	13.01314181614405	2.1701885851604175	2.97034720667165e-283	282.5271927826261	2.3255746448297945	289.34853065744613	23
gene_4303	6.79672656736805e-269	2.0170966170482507	7.67417252227861e-20	0.528808937989656	4.0526830562898695e-147	1.4853356297268006	TRUE	TRUE	TRUE	1	1	1	3	FALSE	FALSE	FALSE	TRUE	Multi-region differential response	13.0273654865753	14.489054053515183	15.014259257155429	1.986893770580128	6.79672656736805e-269	268.1677002014139	2.0170966170482507	274.1887872060905	24
gene_4904	5.27827160949033e-264	-3.2929504811679604	3.1971227596198e-103	-2.0507067845491673	1.62608830547833e-45	-1.2300529169323169	TRUE	TRUE	TRUE	-1	-1	-1	3	FALSE	FALSE	FALSE	TRUE	Multi-region differential response	12.555813423942073	11.397959820507872	9.687126726293119	2.868686697648954	5.27827160949033e-264	263.27750826559986	3.2929504811679604	272.73209592558476	25
gene_5483	2.6493424537675e-168	1.7969770701027767	2.2230018625464e-266	2.226560977384213	3.2347671599437103e-10	-0.4234662470855741	TRUE	TRUE	TRUE	1	1	-1	3	FALSE	FALSE	FALSE	TRUE	Multi-region differential response	11.736585097738741	11.34494239056908	13.462155452914102	2.117213062345021	2.2230018625464e-266	265.6530601734264	2.226560977384213	272.22339519053986	26
gene_1450	5.111882210590799e-27	-1.1407834451063696	2.35305293725439e-124	2.9450627423840463	4.63341617311525e-257	-4.101347364436721	TRUE	TRUE	TRUE	-1	1	-1	3	FALSE	FALSE	FALSE	TRUE	Multi-region differential response	10.57043287532946	8.079675883260357	9.662990811440093	2.4907569920691035	4.63341617311525e-257	256.334098689745	4.101347364436721	267.0275504106876	27
