gene_id	protein_id
gene_3195	1981755
gene_3196	1981756
gene_3201	1981761
gene_3202	1981762
gene_3203	1981763
gene_3204	1981764
gene_3205	1981765
gene_3208	1981768
gene_3209	1981769
gene_3210	1981770
gene_3215	1981775
gene_3221	1981781
gene_3222	1981782
gene_3225	1981785
gene_3227	1981787
gene_3228	1981788
gene_3230	1981790
gene_3231	1981791
gene_3232	1981792
gene_3233	1981793
gene_3237	1981797
gene_3238	1981798
gene_3239	1981799
gene_3240	1981800
gene_3241	1981801
gene_3245	1981805
gene_3248	1981808
gene_3249	1981809
gene_3250	1981810
gene_3251	1981811
gene_3252	1981812
gene_3253	1981813
gene_3254	1981814
gene_3255	1981815
gene_3257	1981817
gene_3258	1981818
gene_3260	1981820
gene_3261	1981821
gene_3263	1981823
gene_3264	1981824
gene_3265	1981825
gene_3266	1981826
gene_3267	1981827
gene_3268	1981828
gene_3269	1981829
gene_3270	1981830
gene_3272	1981832
gene_3276	1981836
gene_3280	1981840
gene_3281	1981841
gene_3282	1981842
gene_3283	1981843
gene_3284	1981844
gene_3288	1981848
gene_3289	1981849
gene_3290	1981850
gene_3292	1981852
gene_3294	1981854
gene_3301	1981861
gene_3309	1981869
gene_3312	1981872
gene_3314	1981874
gene_3318	1981878
gene_3321	1981881
gene_3322	1981882
gene_3324	1981884
gene_3326	1981886
gene_3330	1981890
gene_3331	1981891
gene_3332	1981892
gene_3333	1981893
gene_3334	1981894
gene_3335	1981895
gene_3337	1981897
gene_3340	1981900
gene_3341	1981901
gene_3346	1981906
gene_3347	1981907
gene_3348	1981908
gene_3351	1981911
gene_3353	1981913
gene_3354	1981914
gene_3356	1981916
gene_3358	1981918
gene_3359	1981919
gene_3361	1981921
gene_3362	1981922
gene_3363	1981923
gene_3367	1981927
gene_3368	1981928
gene_3369	1981929
gene_3371	1981931
gene_3372	1981932
gene_3373	1981933
gene_3375	1981935
gene_3378	1981938
gene_3381	1981941
gene_3382	1981942
gene_3383	1981943
gene_3384	1981944
gene_3388	1981948
gene_3389	1981949
gene_3394	1981954
gene_3395	1981955
gene_3398	1981958
gene_3400	1981960
gene_3402	1981962
gene_3403	1981963
gene_3406	1981966
gene_3409	1981969
gene_3411	1981971
gene_3412	1981972
gene_3417	1981977
gene_3422	1981982
gene_3423	1981983
gene_3424	1981984
gene_3425	1981985
gene_3426	1981986
gene_3429	1981989
gene_3430	1981990
gene_3433	1981993
gene_3434	1981994
gene_3435	1981995
gene_3445	1982005
gene_3448	1982008
gene_3450	1982010
gene_3451	1982011
gene_3454	1982014
gene_3457	1982017
gene_3458	1982018
gene_3459	1982019
gene_3460	1982020
gene_3461	1982021
gene_3462	1982022
gene_3465	1982025
gene_3467	1982027
gene_3471	1982031
gene_3473	1982033
gene_3474	1982034
gene_3476	1982036
gene_3480	1982040
gene_3482	1982042
gene_3483	1982043
gene_3484	1982044
gene_3485	1982045
gene_3486	1982046
gene_3487	1982047
gene_3488	1982048
gene_3491	1982051
gene_3492	1982052
gene_3493	1982053
gene_3496	1982056
gene_3497	1982057
gene_3498	1982058
gene_3499	1982059
gene_3502	1982062
gene_3508	1982068
gene_3509	1982069
gene_3510	1982070
gene_3511	1982071
gene_3513	1982073
gene_3515	1982075
gene_3516	1982076
gene_3518	1982078
gene_3519	1982079
gene_3520	1982080
gene_3521	1982081
gene_3522	1982082
gene_3523	1982083
gene_3524	1982084
gene_3525	1982085
gene_3528	1982088
gene_3531	1982091
gene_3532	1982092
gene_3533	1982093
gene_3534	1982094
gene_3535	1982095
gene_3536	1982096
gene_3538	1982098
gene_3539	1982099
gene_3540	1982100
gene_3541	1982101
gene_3543	1982103
gene_3544	1982104
gene_3545	1982105
gene_3548	1982108
gene_3549	1982109
gene_3550	1982110
gene_3552	1982112
gene_3553	1982113
gene_3555	1982115
gene_3560	1982120
gene_3561	1982121
gene_3562	1982122
gene_3563	1982123
gene_3566	1982126
gene_3568	1982128
gene_3569	1982129
gene_3571	1982131
gene_3573	1982133
gene_3575	1982135
gene_3583	1982143
gene_3586	1982146
gene_3588	1982148
gene_3593	1982153
gene_3595	1982155
gene_3596	1982156
gene_3598	1982158
gene_3599	1982159
gene_3601	1982161
gene_3603	1982163
gene_3605	1982165
gene_3606	1982166
gene_3610	1982170
gene_3611	1982171
gene_3614	1982174
gene_3617	1982177
gene_3618	1982178
gene_3621	1982181
gene_3622	1982182
gene_3623	1982183
gene_3624	1982184
gene_3625	1982185
gene_3628	1982188
gene_3629	1982189
gene_3631	1982191
gene_3633	1982193
gene_3634	1982194
gene_3635	1982195
gene_3636	1982196
gene_3641	1982201
gene_3645	1982205
gene_3647	1982207
gene_3648	1982208
gene_3649	1982209
gene_3655	1982215
gene_3656	1982216
gene_3660	1982220
gene_3661	1982221
gene_3663	1982223
gene_3665	1982225
gene_3667	1982227
gene_3668	1982228
gene_3674	1982234
gene_3675	1982235
gene_3676	1982236
gene_3681	1982241
gene_3684	1982244
gene_3685	1982245
gene_3686	1982246
gene_3687	1982247
gene_3688	1982248
gene_3693	1982253
gene_3695	1982255
gene_3697	1982257
gene_3698	1982258
gene_3700	1982260
gene_3706	1982266
gene_3707	1982267
gene_3713	1982273
gene_3717	1982277
gene_3718	1982278
gene_3721	1982281
gene_3723	1982283
gene_3725	1982285
gene_3726	1982286
gene_3729	1982289
gene_3733	1982293
gene_3737	1982297
gene_3739	1982299
gene_3740	1982300
gene_3741	1982301
gene_3742	1982302
gene_3744	1982304
gene_3745	1982305
gene_3746	1982306
gene_3749	1982309
gene_3751	1982311
gene_3754	1982314
gene_3755	1982315
gene_3756	1982316
gene_3759	1982319
gene_3760	1982320
gene_3761	1982321
gene_3762	1982322
gene_3763	1982323
gene_3764	1982324
gene_3765	1982325
gene_3767	1982327
gene_3768	1982328
gene_3770	1982330
gene_3772	1982332
gene_3773	1982333
gene_3774	1982334
gene_3775	1982335
gene_3776	1982336
gene_3778	1982338
gene_3780	1982340
gene_3782	1982342
gene_3784	1982344
gene_3785	1982345
gene_3786	1982346
gene_3787	1982347
gene_3788	1982348
gene_3791	1982351
gene_3792	1982352
gene_3794	1982354
gene_3797	1982357
gene_3799	1982359
gene_3801	1982361
gene_3802	1982362
gene_3806	1982366
gene_3808	1982368
gene_3809	1982369
gene_3810	1982370
gene_3811	1982371
gene_3812	1982372
gene_3816	1982376
gene_3817	1982377
gene_3818	1982378
gene_3820	1982380
gene_3821	1982381
gene_3822	1982382
gene_3825	1982385
gene_3828	1982388
gene_3833	1982393
gene_3834	1982394
gene_3835	1982395
gene_3841	1982401
gene_3842	1982402
gene_3843	1982403
gene_3844	1982404
gene_3847	1982407
gene_3852	1982412
gene_3853	1982413
gene_3855	1982415
gene_3860	1982420
gene_3864	1982424
gene_3865	1982425
gene_3866	1982426
gene_3868	1982428
gene_3870	1982430
gene_3872	1982432
gene_3875	1982435
gene_3877	1982437
gene_3880	1982440
gene_3881	1982441
gene_3882	1982442
gene_3885	1982445
gene_3886	1982446
gene_3887	1982447
gene_3888	1982448
gene_3889	1982449
gene_3890	1982450
gene_3891	1982451
gene_3893	1982453
gene_3895	1982455
gene_3902	1982462
gene_3906	1982466
gene_3907	1982467
gene_3908	1982468
gene_3914	1982474
gene_3915	1982475
gene_3916	1982476
gene_3917	1982477
gene_3920	1982480
gene_3924	1982484
gene_3926	1982486
gene_3932	1982492
gene_3933	1982493
gene_3936	1982496
gene_3939	1982499
gene_3942	1982502
gene_3943	1982503
gene_3944	1982504
gene_3945	1982505
gene_3947	1982507
gene_3948	1982508
gene_3951	1982511
gene_3954	1982514
gene_3960	1982520
gene_3961	1982521
gene_3962	1982522
gene_3966	1982526
gene_3969	1982529
gene_3973	1982533
gene_3975	1982535
gene_3981	1982541
gene_3986	1982546
gene_3987	1982547
gene_3993	1982553
gene_3994	1982554
gene_3995	1982555
gene_3999	1982559
gene_4000	1982560
gene_4003	1982563
gene_4004	1982564
gene_4010	1982570
gene_4011	1982571
gene_4012	1982572
gene_4013	1982573
gene_4014	1982574
gene_4015	1982575
gene_4016	1982576
gene_4017	1982577
gene_4018	1982578
gene_4019	1982579
gene_4020	1982580
gene_4022	1982582
gene_4027	1982587
gene_4030	1982590
gene_4031	1982591
gene_4033	1982593
gene_4042	1982602
gene_4043	1982603
gene_4044	1982604
gene_4050	1982610
gene_4053	1982613
gene_4054	1982614
gene_4060	1982620
gene_4062	1982622
gene_4063	1982623
gene_4066	1982626
gene_4067	1982627
gene_4070	1982630
gene_4071	1982631
gene_4075	1982635
gene_4077	1982637
gene_4079	1982639
gene_4080	1982640
gene_4083	1982643
gene_4091	1982651
gene_4092	1982652
gene_4093	1982653
gene_4094	1982654
gene_4099	1982659
gene_4101	1982661
gene_4102	1982662
gene_4103	1982663
gene_4105	1982665
gene_4110	1982670
gene_4114	1982674
gene_4118	1982678
gene_4119	1982679
gene_4122	1982682
gene_4125	1982685
gene_4126	1982686
gene_4128	1982688
gene_4131	1982691
gene_4132	1982692
gene_4134	1982694
gene_4135	1982695
gene_4137	1982697
gene_4138	1982698
gene_4144	1982704
gene_4146	1982706
gene_4148	1982708
gene_4149	1982709
gene_4152	1982712
gene_4154	1982714
gene_4159	1982719
gene_4160	1982720
gene_4161	1982721
gene_4165	1982725
gene_4170	1982730
gene_4171	1982731
gene_4174	1982734
gene_4175	1982735
gene_4181	1982741
gene_4185	1982745
gene_4187	1982747
gene_4188	1982748
gene_4189	1982749
gene_4190	1982750
gene_4191	1982751
gene_4192	1982752
gene_4196	1982756
gene_4197	1982757
gene_4201	1982761
gene_4203	1982763
gene_4205	1982765
gene_4206	1982766
gene_4208	1982768
gene_4209	1982769
gene_4210	1982770
gene_4214	1982774
gene_4215	1982775
gene_4216	1982776
gene_4219	1982779
gene_4222	1982782
gene_4224	1982784
gene_4225	1982785
gene_4227	1982787
gene_4233	1982793
gene_4234	1982794
gene_4240	1982800
gene_4243	1982803
gene_4244	1982804
gene_4245	1982805
gene_4247	1982807
gene_4248	1982808
gene_4250	1982810
gene_4252	1982812
gene_4259	1982819
gene_4261	1982821
gene_4265	1982825
gene_4266	1982826
gene_4268	1982828
gene_4269	1982829
gene_4270	1982830
gene_4271	1982831
gene_4273	1982833
gene_4274	1982834
gene_4276	1982836
gene_4277	1982837
gene_4281	1982841
gene_4284	1982844
gene_4287	1982847
gene_4289	1982849
gene_4291	1982851
gene_4293	1982853
gene_4294	1982854
gene_4297	1982857
gene_4298	1982858
gene_4307	1982867
gene_4313	1982873
gene_4317	1982877
gene_4318	1982878
gene_4320	1982880
gene_4324	1982884
gene_4326	1982886
gene_4327	1982887
gene_4328	1982888
gene_4331	1982891
gene_4332	1982892
gene_4333	1982893
gene_4334	1982894
gene_4335	1982895
gene_4338	1982898
gene_4339	1982899
gene_4342	1982902
gene_4343	1982903
gene_4347	1982907
gene_4348	1982908
gene_4349	1982909
gene_4353	1982913
gene_4354	1982914
gene_4355	1982915
gene_4358	1982918
gene_4361	1982921
gene_4362	1982922
gene_4363	1982923
gene_4364	1982924
gene_4367	1982927
gene_4369	1982929
gene_4370	1982930
gene_4372	1982932
gene_4378	1982938
gene_4387	1982947
gene_4388	1982948
gene_4389	1982949
gene_4391	1982951
gene_4393	1982953
gene_4395	1982955
gene_4397	1982957
gene_4398	1982958
gene_4402	1982962
gene_4403	1982963
gene_4407	1982967
gene_4408	1982968
gene_4409	1982969
gene_4410	1982970
gene_4411	1982971
gene_4413	1982973
gene_4415	1982975
gene_4420	1982980
gene_4425	1982985
gene_4428	1982988
gene_4430	1982990
gene_4432	1982992
gene_4435	1982995
gene_4436	1982996
gene_4437	1982997
gene_4438	1982998
gene_4439	1982999
gene_4440	1983000
gene_4442	1983002
gene_4443	1983003
gene_4445	1983005
gene_4446	1983006
gene_4447	1983007
gene_4454	1983014
gene_4455	1983015
gene_4463	1983023
gene_4464	1983024
gene_4465	1983025
gene_4467	1983027
gene_4468	1983028
gene_4469	1983029
gene_4472	1983032
gene_4474	1983034
gene_4475	1983035
gene_4477	1983037
gene_4478	1983038
gene_4479	1983039
gene_4480	1983040
gene_4482	1983042
gene_4484	1983044
gene_4489	1983049
gene_4494	1983054
gene_4501	1983061
gene_4503	1983063
gene_4504	1983064
gene_4507	1983067
gene_4512	1983072
gene_4513	1983073
gene_4523	1983083
gene_4527	1983087
gene_4531	1983091
gene_4532	1983092
gene_4534	1983094
gene_4535	1983095
gene_4536	1983096
gene_4538	1983098
gene_4542	1983102
gene_4543	1983103
gene_4544	1983104
gene_4546	1983106
gene_4548	1983108
gene_4549	1983109
gene_4550	1983110
gene_4551	1983111
gene_4554	1983114
gene_4555	1983115
gene_4556	1983116
gene_4559	1983119
gene_4562	1983122
gene_4566	1983126
gene_4569	1983129
gene_4570	1983130
gene_4571	1983131
gene_4572	1983132
gene_4573	1983133
gene_4576	1983136
gene_4577	1983137
gene_4580	1983140
gene_4581	1983141
gene_4587	1983147
gene_4588	1983148
gene_4589	1983149
gene_4592	1983152
gene_4594	1983154
gene_4596	1983156
gene_4598	1983158
gene_4599	1983159
gene_4604	1983164
gene_4606	1983166
gene_4608	1983168
gene_4611	1983171
gene_4615	1983175
gene_4616	1983176
gene_4617	1983177
gene_4618	1983178
gene_4619	1983179
gene_4621	1983181
gene_4622	1983182
gene_4624	1983184
gene_4625	1983185
gene_4626	1983186
gene_4629	1983189
gene_4630	1983190
gene_4632	1983192
gene_4633	1983193
gene_4634	1983194
gene_4635	1983195
gene_4638	1983198
gene_4639	1983199
gene_4643	1983203
gene_4648	1983208
gene_4653	1983213
gene_4655	1983215
gene_4657	1983217
gene_4661	1983221
gene_4662	1983222
gene_4664	1983224
gene_4665	1983225
gene_4670	1983230
gene_4671	1983231
gene_4673	1983233
gene_4674	1983234
gene_4676	1983236
gene_4678	1983238
gene_4680	1983240
gene_4681	1983241
gene_4683	1983243
gene_4684	1983244
gene_4685	1983245
gene_4686	1983246
gene_4689	1983249
gene_4690	1983250
gene_4691	1983251
gene_4693	1983253
gene_4702	1983262
gene_4704	1983264
gene_4706	1983266
gene_4707	1983267
gene_4708	1983268
gene_4709	1983269
gene_4714	1983274
gene_4715	1983275
gene_4716	1983276
gene_4717	1983277
gene_4719	1983279
gene_4726	1983286
gene_4728	1983288
gene_4733	1983293
gene_4736	1983296
gene_4738	1983298
gene_4739	1983299
gene_4742	1983302
gene_4749	1983309
gene_4750	1983310
gene_4752	1983312
gene_4754	1983314
gene_4758	1983318
gene_4761	1983321
gene_4765	1983325
gene_4767	1983327
gene_4768	1983328
gene_4772	1983332
gene_4776	1983336
gene_4777	1983337
gene_4779	1983339
gene_4780	1983340
gene_4781	1983341
gene_4783	1983343
gene_4788	1983348
gene_4792	1983352
gene_4793	1983353
gene_4794	1983354
gene_4796	1983356
gene_4797	1983357
gene_4798	1983358
gene_4799	1983359
gene_4800	1983360
gene_4802	1983362
gene_4803	1983363
gene_4804	1983364
gene_4805	1983365
gene_4807	1983367
gene_4812	1983372
gene_4814	1983374
gene_4816	1983376
gene_4819	1983379
gene_4820	1983380
gene_4822	1983382
gene_4823	1983383
gene_4825	1983385
gene_4831	1983391
gene_4833	1983393
gene_4835	1983395
gene_4841	1983401
gene_4842	1983402
gene_4844	1983404
gene_4847	1983407
gene_4852	1983412
gene_4855	1983415
gene_4856	1983416
gene_4859	1983419
gene_4861	1983421
gene_4864	1983424
gene_4865	1983425
gene_4866	1983426
gene_4867	1983427
gene_4869	1983429
gene_4870	1983430
gene_4871	1983431
gene_4873	1983433
gene_4876	1983436
gene_4878	1983438
gene_4879	1983439
gene_4881	1983441
gene_4882	1983442
gene_4884	1983444
gene_4888	1983448
gene_4889	1983449
gene_4890	1983450
gene_4893	1983453
gene_4894	1983454
gene_4895	1983455
gene_4896	1983456
gene_4899	1983459
gene_4901	1983461
gene_4905	1983465
gene_4906	1983466
gene_4911	1983471
gene_4915	1983475
gene_4916	1983476
gene_4917	1983477
gene_4918	1983478
gene_4919	1983479
gene_4921	1983481
gene_4926	1983486
gene_4927	1983487
gene_4928	1983488
gene_4932	1983492
gene_4934	1983494
gene_4935	1983495
gene_4936	1983496
gene_4937	1983497
gene_4938	1983498
gene_4939	1983499
gene_4943	1983503
gene_4945	1983505
gene_4946	1983506
gene_4947	1983507
gene_4949	1983509
gene_4953	1983513
gene_4954	1983514
gene_4955	1983515
gene_4958	1983518
gene_4961	1983521
gene_4962	1983522
gene_4964	1983524
gene_4965	1983525
gene_4968	1983528
gene_4972	1983532
gene_4974	1983534
gene_4975	1983535
gene_4976	1983536
gene_4979	1983539
gene_4980	1983540
gene_4986	1983546
gene_4988	1983548
gene_4992	1983552
gene_4994	1983554
gene_4995	1983555
gene_4998	1983558
gene_5000	1983560
gene_5001	1983561
gene_5002	1983562
gene_5003	1983563
gene_5005	1983565
gene_5006	1983566
gene_5007	1983567
gene_5011	1983571
gene_5014	1983574
gene_5021	1983581
gene_5023	1983583
gene_5026	1983586
gene_5028	1983588
gene_5032	1983592
gene_5034	1983594
gene_5035	1983595
gene_5038	1983598
gene_5039	1983599
gene_5046	1983606
gene_5047	1983607
gene_5050	1983610
gene_5051	1983611
gene_5053	1983613
gene_5054	1983614
gene_5060	1983620
gene_5061	1983621
gene_5068	1983628
gene_5069	1983629
gene_5073	1983633
gene_5076	1983636
gene_5078	1983638
gene_5080	1983640
gene_5081	1983641
gene_5082	1983642
gene_5086	1983646
gene_5087	1983647
gene_5092	1983652
gene_5095	1983655
gene_5096	1983656
gene_5097	1983657
gene_5101	1983661
gene_5104	1983664
gene_5106	1983666
gene_5108	1983668
gene_5109	1983669
gene_5110	1983670
gene_5111	1983671
gene_5113	1983673
gene_5114	1983674
gene_5115	1983675
gene_5123	1983683
gene_5132	1983692
gene_5134	1983694
gene_5135	1983695
gene_5138	1983698
gene_5140	1983700
gene_5141	1983701
gene_5142	1983702
gene_5145	1983705
gene_5146	1983706
gene_5147	1983707
gene_5151	1983711
gene_5153	1983713
gene_5154	1983714
gene_5155	1983715
gene_5158	1983718
gene_5162	1983722
gene_5163	1983723
gene_5166	1983726
gene_5172	1983732
gene_5175	1983735
gene_5176	1983736
gene_5177	1983737
gene_5178	1983738
gene_5179	1983739
gene_5180	1983740
gene_5181	1983741
gene_5189	1983749
gene_5190	1983750
gene_5193	1983753
gene_5196	1983756
gene_5197	1983757
gene_5200	1983760
gene_5202	1983762
gene_5207	1983767
gene_5209	1983769
gene_5211	1983771
gene_5213	1983773
gene_5214	1983774
gene_5218	1983778
gene_5223	1983783
gene_5227	1983787
gene_5229	1983789
gene_5235	1983795
gene_5237	1983797
gene_5240	1983800
gene_5241	1983801
gene_5242	1983802
gene_5244	1983804
gene_5245	1983805
gene_5246	1983806
gene_5247	1983807
gene_5248	1983808
gene_5250	1983810
gene_5251	1983811
gene_5252	1983812
gene_5254	1983814
gene_5258	1983818
gene_5259	1983819
gene_5260	1983820
gene_5262	1983822
gene_5263	1983823
gene_5265	1983825
gene_5266	1983826
gene_5268	1983828
gene_5271	1983831
gene_5274	1983834
gene_5275	1983835
gene_5277	1983837
gene_5278	1983838
gene_5285	1983845
gene_5288	1983848
gene_5290	1983850
gene_5291	1983851
gene_5293	1983853
gene_5294	1983854
gene_5295	1983855
gene_5298	1983858
gene_5300	1983860
gene_5303	1983863
gene_5305	1983865
gene_5306	1983866
gene_5308	1983868
gene_5309	1983869
gene_5314	1983874
gene_5318	1983878
gene_5319	1983879
gene_5321	1983881
gene_5322	1983882
gene_5330	1983890
gene_5336	1983896
gene_5337	1983897
gene_5338	1983898
gene_5340	1983900
gene_5346	1983906
gene_5349	1983909
gene_5350	1983910
gene_5353	1983913
gene_5355	1983915
gene_5356	1983916
gene_5357	1983917
gene_5365	1983925
gene_5366	1983926
gene_5367	1983927
gene_5370	1983930
gene_5371	1983931
gene_5372	1983932
gene_5373	1983933
gene_5378	1983938
gene_5380	1983940
gene_5381	1983941
gene_5382	1983942
gene_5383	1983943
gene_5392	1983952
gene_5394	1983954
gene_5396	1983956
gene_5398	1983958
gene_5400	1983960
gene_5401	1983961
gene_5403	1983963
gene_5404	1983964
gene_5409	1983969
gene_5410	1983970
gene_5411	1983971
gene_5414	1983974
gene_5416	1983976
gene_5417	1983977
gene_5418	1983978
gene_5419	1983979
gene_5421	1983981
gene_5426	1983986
gene_5427	1983987
gene_5429	1983989
gene_5430	1983990
gene_5433	1983993
gene_5434	1983994
gene_5435	1983995
gene_5436	1983996
gene_5437	1983997
gene_5438	1983998
gene_5440	1984000
gene_5441	1984001
gene_5442	1984002
gene_5446	1984006
gene_5450	1984010
gene_5451	1984011
gene_5453	1984013
gene_5454	1984014
gene_5457	1984017
gene_5458	1984018
gene_5464	1984024
gene_5466	1984026
gene_5471	1984031
gene_5473	1984033
gene_5474	1984034
gene_5475	1984035
gene_5476	1984036
gene_5478	1984038
gene_5479	1984039
gene_5480	1984040
gene_5482	1984042
gene_5483	1984043
gene_5484	1984044
gene_5486	1984046
gene_5487	1984047
gene_5488	1984048
gene_5489	1984049
gene_5490	1984050
gene_5495	1984055
gene_5496	1984056
gene_5498	1984058
gene_5499	1984059
gene_5503	1984063
gene_5510	1984070
gene_5512	1984072
gene_5514	1984074
gene_5518	1984078
gene_5520	1984080
gene_5521	1984081
gene_5523	1984083
gene_5524	1984084
gene_5525	1984085
gene_5534	1984094
gene_5535	1984095
gene_5537	1984097
gene_5538	1984098
gene_5540	1984100
gene_5544	1984104
gene_5545	1984105
gene_5546	1984106
gene_5547	1984107
gene_5550	1984110
gene_5551	1984111
gene_5552	1984112
gene_5553	1984113
gene_5554	1984114
gene_5556	1984116
gene_5558	1984118
gene_5564	1984124
gene_5569	1984129
gene_5574	1984134
gene_5575	1984135
gene_5576	1984136
gene_5577	1984137
gene_5579	1984139
gene_5580	1984140
gene_5581	1984141
gene_5585	1984145
gene_5589	1984149
gene_5590	1984150
gene_5593	1984153
gene_5598	1984158
gene_5601	1984161
gene_5603	1984163
gene_5604	1984164
gene_5606	1984166
gene_5607	1984167
gene_5608	1984168
gene_5613	1984173
gene_5614	1984174
gene_5618	1984178
gene_5621	1984181
gene_5626	1984186
gene_5628	1984188
gene_5631	1984191
gene_5632	1984192
gene_5633	1984193
gene_5636	1984196
gene_5637	1984197
gene_5638	1984198
gene_5639	1984199
gene_5640	1984200
gene_5643	1984203
gene_5644	1984204
gene_5645	1984205
gene_5648	1984208
gene_5652	1984212
gene_5653	1984213
gene_5654	1984214
gene_5655	1984215
gene_5656	1984216
gene_5657	1984217
gene_5658	1984218
gene_5660	1984220
gene_5662	1984222
gene_5663	1984223
gene_5664	1984224
gene_5667	1984227
gene_5671	1984231
gene_5672	1984232
gene_5674	1984234
gene_5677	1984237
gene_5679	1984239
gene_5682	1984242
gene_5683	1984243
gene_5684	1984244
gene_5685	1984245
gene_5689	1984249
gene_5693	1984253
gene_5695	1984255
gene_5696	1984256
gene_5699	1984259
gene_5700	1984260
gene_5703	1984263
gene_5705	1984265
gene_5706	1984266
gene_5708	1984268
gene_5710	1984270
gene_5712	1984272
gene_5715	1984275
gene_5717	1984277
gene_5720	1984280
gene_5721	1984281
gene_5722	1984282
gene_5723	1984283
gene_5726	1984286
gene_5727	1984287
gene_5729	1984289
gene_5731	1984291
gene_5732	1984292
gene_5734	1984294
gene_5740	1984300
gene_5743	1984303
gene_5746	1984306
gene_5748	1984308
gene_5750	1984310
gene_5753	1984313
gene_5755	1984315
gene_5756	1984316
gene_5764	1984324
gene_5765	1984325
gene_5767	1984327
gene_5769	1984329
gene_5773	1984333
gene_5775	1984335
gene_5776	1984336
gene_5778	1984338
gene_5780	1984340
gene_5783	1984343
gene_5784	1984344
gene_5785	1984345
gene_5786	1984346
gene_5793	1984353
gene_5797	1984357
gene_5798	1984358
gene_5799	1984359
gene_5802	1984362
gene_5804	1984364
gene_5805	1984365
gene_5806	1984366
gene_5808	1984368
gene_5810	1984370
gene_5813	1984373
gene_5814	1984374
gene_5817	1984377
gene_5818	1984378
gene_5820	1984380
gene_5823	1984383
gene_5831	1984391
gene_5832	1984392
gene_5835	1984395
gene_5836	1984396
gene_5838	1984398
gene_5839	1984399
gene_5842	1984402
gene_5843	1984403
gene_5845	1984405
gene_5847	1984407
gene_5849	1984409
gene_5850	1984410
gene_5851	1984411
gene_5854	1984414
gene_5855	1984415
gene_5857	1984417
gene_5858	1984418
gene_5859	1984419
gene_5864	1984424
gene_5865	1984425
gene_5866	1984426
gene_5867	1984427
gene_5873	1984433
gene_5874	1984434
gene_5876	1984436
gene_5877	1984437
gene_5879	1984439
gene_5880	1984440
gene_5882	1984442
gene_5884	1984444
gene_5886	1984446
gene_5901	1984461
gene_5905	1984465
gene_5909	1984469
gene_5911	1984471
gene_5916	1984476
gene_5921	1984481
gene_5926	1984486
gene_5927	1984487
gene_5929	1984489
gene_5932	1984492
gene_5934	1984494
gene_5937	1984497
gene_5938	1984498
gene_5941	1984501
gene_5942	1984502
gene_5943	1984503
gene_5944	1984504
gene_5945	1984505
gene_5946	1984506
gene_5950	1984510
gene_5951	1984511
gene_5954	1984514
gene_5955	1984515
gene_5957	1984517
gene_5959	1984519
gene_5960	1984520
gene_5968	1984528
gene_5975	1984535
gene_5977	1984537
gene_5981	1984541
gene_5982	1984542
gene_5983	1984543
gene_5985	1984545
gene_5987	1984547
gene_5990	1984550
gene_5991	1984551
gene_5997	1984557
gene_6000	1984560
gene_6001	1984561
gene_6003	1984563
gene_6004	1984564
gene_6005	1984565
gene_6006	1984566
gene_6007	1984567
gene_6008	1984568
gene_6012	1984572
gene_6013	1984573
gene_6014	1984574
gene_6015	1984575
gene_6020	1984580
gene_6022	1984582
gene_6024	1984584
gene_6025	1984585
gene_6027	1984587
gene_6028	1984588
gene_6029	1984589
gene_6031	1984591
gene_6032	1984592
gene_6033	1984593
gene_6040	1984600
gene_6043	1984603
gene_6044	1984604
gene_6046	1984606
gene_6047	1984607
gene_6048	1984608
gene_6049	1984609
gene_6051	1984611
gene_6052	1984612
gene_6053	1984613
gene_6054	1984614
gene_6055	1984615
gene_6056	1984616
gene_6058	1984618
gene_6059	1984619
gene_6061	1984621
gene_6067	1984627
gene_6068	1984628
gene_6069	1984629
gene_6071	1984631
gene_6073	1984633
gene_6074	1984634
gene_6076	1984636
gene_6077	1984637
gene_6081	1984641
gene_6082	1984642
gene_6083	1984643
gene_6085	1984645
gene_6086	1984646
gene_6090	1984650
gene_6095	1984655
gene_6096	1984656
gene_6097	1984657
gene_6099	1984659
gene_6100	1984660
gene_6102	1984662
gene_6109	1984669
gene_6110	1984670
gene_6111	1984671
gene_6112	1984672
gene_6113	1984673
gene_6114	1984674
gene_6115	1984675
gene_6118	1984678
gene_6119	1984679
gene_6124	1984684
gene_6127	1984687
gene_6131	1984691
gene_6133	1984693
gene_6135	1984695
gene_6138	1984698
gene_6139	1984699
gene_6140	1984700
gene_6141	1984701
gene_6144	1984704
gene_6145	1984705
gene_6147	1984707
gene_6150	1984710
gene_6151	1984711
gene_6152	1984712
gene_6153	1984713
gene_6156	1984716
gene_6160	1984720
gene_6168	1984728
gene_6175	1984735
gene_6176	1984736
gene_6179	1984739
gene_6180	1984740
gene_6183	1984743
gene_6184	1984744
gene_6187	1984747
gene_6188	1984748
gene_6192	1984752
gene_6193	1984753
gene_6194	1984754
gene_6195	1984755
gene_6197	1984757
gene_6202	1984762
gene_6208	1984768
gene_6209	1984769
gene_6210	1984770
gene_6212	1984772
gene_6214	1984774
gene_6216	1984776
gene_6217	1984777
gene_6218	1984778
gene_6219	1984779
gene_6220	1984780
gene_6226	1984786
gene_6229	1984789
gene_6234	1984794
gene_6235	1984795
gene_6241	1984801
gene_6242	1984802
gene_6244	1984804
gene_6249	1984809
gene_6250	1984810
gene_6251	1984811
gene_6252	1984812
gene_6254	1984814
gene_6256	1984816
gene_6257	1984817
gene_6258	1984818
