gene_id	contrast	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene_4472	interaction_vs_onu	730.3760129417	-0.400650779245838	0.137998579354815	-2.90329640434706	0.00369256974504081	0.00799605287567654
gene_8447	interaction_vs_onu	7098.07899833424	-0.358276255218753	0.123427675909809	-2.90272220211416	0.00369934623253129	0.00800870099910669
gene_7199	interaction_vs_onu	1918.56909033829	-0.287824822030872	0.0991884939268023	-2.90179647493465	0.00371029507617163	0.00803037316106931
gene_5332	interaction_vs_onu	2615.7820433733	-0.485341795250893	0.167305533083595	-2.9009309274212	0.0037205587975957	0.00805055189772982
gene_7030	interaction_vs_onu	419.40785835521	0.881780568524867	0.304102980812235	2.89961172419192	0.00373625165273795	0.00808246503599617
gene_8137	interaction_vs_onu	534.434856020579	0.400898100167061	0.138303705591709	2.89867938427165	0.00374737875650421	0.0081044876593421
gene_4316	interaction_vs_onu	832.013952442842	0.352545042792162	0.12166158220331	2.8977515860596	0.00375848154928742	0.00812500779367383
gene_8167	interaction_vs_onu	919.657723543205	0.352185984323753	0.121539481300055	2.89770846935146	0.00375899824536912	0.00812500779367383
gene_6005	interaction_vs_onu	21947.6692700768	-0.258514989394025	0.0892154346985835	-2.89764871143008	0.00375971447088108	0.00812500779367383
gene_524	interaction_vs_onu	473.866247651198	-0.57781563431732	0.199460867670365	-2.89688719930887	0.0037688524029863	0.00814269979039947
gene_887	interaction_vs_onu	3256.7435471409	-0.443065093560491	0.15297129333693	-2.89639372130174	0.00377478477441653	0.00815345891218911
gene_7731	interaction_vs_onu	61.8366963094707	0.96930388701288	0.334697206071395	2.89606208067992	0.00377877637608974	0.00816002163958835
gene_85	interaction_vs_onu	856.750903597365	0.338100346487101	0.116850956093059	2.89343243557066	0.00381056263561513	0.00822658667361048
gene_6123	interaction_vs_onu	26.2070031390492	1.01083832227396	0.349430338482963	2.89281785509087	0.00381802641643709	0.00824062181661662
gene_8432	interaction_vs_onu	542.92589829822	0.507709955874086	0.175599969063527	2.89128727403369	0.00383667234969237	0.00827877875305437
gene_4847	interaction_vs_onu	48.0468481784437	-0.840721431148594	0.290894466599321	-2.89012520924507	0.00385088413349198	0.00830735085249277
gene_7943	interaction_vs_onu	301.814153780432	-0.498393777174305	0.172503879140672	-2.88917431687365	0.00386254888881245	0.008330415340951
gene_3298	interaction_vs_onu	2672.85564248571	0.288183188915521	0.0997777539894314	2.88825091158141	0.0038739071673634	0.00835280739360976
gene_7910	interaction_vs_onu	929.531753899754	0.231299570419076	0.0801236470030931	2.88678285463151	0.00389202736909789	0.00838976436149029
gene_2926	interaction_vs_onu	1842.09161002041	-0.329074378401573	0.114001042983843	-2.88659094503383	0.00389440178731323	0.00839276920931552
gene_5280	interaction_vs_onu	2573.23180381963	0.185836809300773	0.0643831121496898	2.88642165772766	0.00389649740144098	0.00839517184906488
gene_2642	interaction_vs_onu	9979.91357695045	0.206079400428043	0.0714254852302134	2.88523626775265	0.00391120011051517	0.00842472897483891
gene_4100	interaction_vs_onu	1342.56999338604	0.442704158116174	0.153567227585279	2.88280361036232	0.00394153093370168	0.00848792573395885
gene_509	interaction_vs_onu	6292.87644186676	0.227687305217369	0.0789970659088435	2.8822248345287	0.00394877860248049	0.00850139457676887
gene_4079	interaction_vs_onu	656.824981549594	0.245921407874287	0.085368500376663	2.88070432055422	0.00396787680062896	0.00854036344314404
gene_386	interaction_vs_onu	4761.26449876394	0.368837987268119	0.128050773740526	2.88040420603399	0.0039716562426254	0.00854634928025979
gene_4210	interaction_vs_onu	5512.99482430469	-0.414101542809713	0.143785449863961	-2.87999615539337	0.00397680020382141	0.00855441130038268
gene_2649	interaction_vs_onu	3421.43587520617	-0.378398379436713	0.131390676310956	-2.8799484869168	0.00397740151583213	0.00855441130038268
gene_5981	interaction_vs_onu	228.898045129634	0.530630278660012	0.184289657248103	2.87932750314708	0.00398524243618313	0.00856912214361407
gene_2132	interaction_vs_onu	1138.35107835121	-0.369035800163838	0.128182945207268	-2.87897738320115	0.00398966944917087	0.00857648681187912
gene_7282	interaction_vs_onu	2175.15417313159	0.427178798438197	0.148387866076864	2.87879871671529	0.00399193027761745	0.00857919236163831
gene_5931	interaction_vs_onu	2659.64002950402	0.260139030004045	0.0903916720432241	2.8779092600439	0.00400320269543783	0.00860125880345076
gene_5916	interaction_vs_onu	163.442612401772	-0.597355129970988	0.207705911683701	-2.87596595170895	0.00402793157874809	0.0086522194012757
gene_3983	interaction_vs_onu	21375.0196527478	-0.334505104111475	0.116320861225891	-2.87571034624543	0.0040311944946209	0.00865705591418839
gene_2884	interaction_vs_onu	1197.66089644244	0.21664482685999	0.0753643858594516	2.87463135789383	0.00404499471353257	0.00868451335536464
gene_7945	interaction_vs_onu	929.093147097462	0.660564258454789	0.229802329487882	2.87448895721321	0.00404681921244795	0.00868625187024935
gene_1592	interaction_vs_onu	102.122234856736	-0.637455499153137	0.221924156652443	-2.87240248546472	0.00407363778268106	0.00874162432182247
gene_8076	interaction_vs_onu	991.981026714369	0.608130245476204	0.211767149361335	2.87169302373033	0.00408279357032732	0.00875907593032629
gene_3108	interaction_vs_onu	1480.98900936948	0.224489539818465	0.0781784645245985	2.87150100969085	0.00408527477063201	0.0087622029658256
gene_5367	interaction_vs_onu	1031.40228109158	0.646215688514422	0.225092750719085	2.8708862744358	0.0040932275700269	0.0087768349476525
gene_8551	interaction_vs_onu	164.569392290069	0.434482640615261	0.151344689244765	2.87081524157472	0.00409414742359538	0.0087768349476525
gene_4059	interaction_vs_onu	161.963328329293	-0.511596969892763	0.178230504745967	-2.87042316702152	0.00409922804406652	0.00878419532480672
gene_7793	interaction_vs_onu	805.380570266824	0.35104883361862	0.122299965844696	2.87039191870587	0.00409963321525734	0.00878419532480672
gene_757	interaction_vs_onu	1270.4021660092	-0.330475444442545	0.115146092847639	-2.87005347962462	0.00410402380528137	0.00879140234564778
gene_1539	interaction_vs_onu	574.92669127058	0.469845520494948	0.163760403144249	2.86910334533729	0.00411637276858447	0.00881564946186716
gene_1365	interaction_vs_onu	674.339392545167	-0.314255960287947	0.109617860249467	-2.86683173319354	0.00414603386646627	0.00887695094971267
gene_1029	interaction_vs_onu	2414.47559862822	-0.359008602774835	0.125269901307411	-2.86588078243816	0.00415850818607989	0.00890143287643006
gene_516	interaction_vs_onu	2639.6718168531	-0.228402797718955	0.0797186246595746	-2.86511212021421	0.00416861616901203	0.00892083860168575
gene_4254	interaction_vs_onu	9.32651073460201	1.80571539703409	0.630319694100263	2.86476119013165	0.00417323834077828	0.00892849792478433
gene_6151	interaction_vs_onu	937.864399897344	0.339713451177402	0.118596905582612	2.86443773139398	0.00417750279923711	0.00893538829621931
gene_1540	interaction_vs_onu	4005.63603846733	-0.31649594011273	0.110513839373008	-2.86385797388226	0.00418515617801185	0.00894952207938581
gene_5583	interaction_vs_onu	460.073607669642	-0.287640748830867	0.100453064986427	-2.86343427022094	0.00419075753251431	0.0089592618577229
gene_2944	interaction_vs_onu	550.260981662786	-0.389641451874891	0.136080277549556	-2.86332052587854	0.00419226238805725	0.00896024120893135
gene_7433	interaction_vs_onu	758.580101908447	-0.529585866069909	0.184975978941388	-2.86299804493921	0.00419653152703942	0.00896712677769782
gene_4123	interaction_vs_onu	798.279123794818	-0.318078382258481	0.111154533165296	-2.8615871364011	0.00421525614142783	0.00900488958588027
gene_8536	interaction_vs_onu	751.411430701155	-0.471624030589467	0.164947240571459	-2.85924171241378	0.00424655076848231	0.00906947968518178
