gene_id	contrast	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	shrunk_log2FoldChange	shrunk_lfcSE
gene_1	onu_vs_self	1029.21093673536	0.677098689643064	0.157579322625615	4.29687523947383	1.73222622694349e-5	6.24856995475613e-5	0.6406421375468229	0.15723357609479013
gene_2	onu_vs_self	220.107912912225	0.619488349178933	0.263949795647581	2.34699310018053	0.0189256052476485	0.0376963057289506	0.5207737917890812	0.2573934170879819
gene_3	onu_vs_self	596.514151919306	0.871752753138845	0.171877126882207	5.0719532549336	3.9375312182572e-7	1.78523661166746e-6	0.8298076936938936	0.1725609966613413
gene_4	onu_vs_self	78.8179022753935	0.587146013216468	0.328990581728824	1.7846894282841	0.0743117066510469	0.123660227242022	0.4426596064131371	0.3080226924077246
gene_5	onu_vs_self	101.080783046542	0.834819266720666	0.236142823833622	3.5352303032882	4.0741990145049e-4	0.00116250478547209	0.7533344351266104	0.23741181067139114
gene_6	onu_vs_self	12926.530433202	-0.169131113391962	0.155774936874223	-1.0857402146054	0.277593943433622	0.37606011005782	-0.15309021208725573	0.14911014861042468
gene_7	onu_vs_self	46.3291310521539	1.66706281454015	0.413590450333506	4.03070915490405	5.56088200773597e-5	1.846437160055e-4	1.4804861983130166	0.42611224948093324
gene_8	onu_vs_self	1111.62069404125	0.737585494644606	0.133281451525736	5.53404458160616	3.12929379271126e-8	1.62540988262187e-7	0.7115576799173827	0.13329222911291744
gene_9	onu_vs_self	83.7622432437479	0.138936472945216	0.256717002881222	0.541204795108562	0.588366432768361	0.68281136991556	0.10836349358662421	0.2273694254890802
gene_10	onu_vs_self	204.739190306532	0.796291322991121	0.211147859080893	3.77124980787066	1.6243196389678e-4	4.9569255292567e-4	0.7309516114237797	0.21141245812008416
gene_11	onu_vs_self	358.002816578833	0.754918111384283	0.194656244917888	3.87821162225096	1.0522716469655e-4	3.3385638613881e-4	0.7000644677048741	0.1945265395920752
gene_12	onu_vs_self	63.3328414562614	1.47497796161235	0.260401407439601	5.66424727160685	1.47671331173673e-8	8.03602412489919e-8	1.3978061560173591	0.2635278498742216
gene_13	onu_vs_self	246.540786874651	1.27717393956543	0.206971374034191	6.17077576802697	6.795573900502401e-10	4.2121732504200305e-9	1.2247755322399645	0.20879933285150773
gene_14	onu_vs_self	1337.977212241	0.268395901274056	0.179299632910663	1.49691272043923	0.134415969881945	0.205795153315946	0.23894190230800108	0.17108278523237913
gene_15	onu_vs_self	125.0330330668	0.276391269183935	0.212867182328227	1.29842123224874	0.194142627018353	0.279821668172606	0.23537798060461582	0.19914038399693818
gene_16	onu_vs_self	0.681391273339703	2.12357996998816	3.02806454516501	0.701299440059471	0.483116163101257	0.585857518623316	0.061332232418122946	0.4810982673972899
gene_17	onu_vs_self	5985.56051556044	0.0987111052990822	0.0985728172886888	1.00140290207987	0.316632061628234	0.41859003050775	0.09615485387955457	0.09659445131528009
gene_18	onu_vs_self	2029.06043751688	-1.22817267118748	0.108363477037927	-11.3338248712491	8.92215870606996e-30	1.7928093550225099e-28	-1.2124815530663815	0.10869221414851071
gene_19	onu_vs_self	2282.18340172218	0.259125023731093	0.0629366620562862	4.11723493532831	3.83445141839845e-5	1.3076854239637e-4	0.25533507891706037	0.06256966852747586
gene_20	onu_vs_self	4594.61691949484	0.28100362862865	0.0920236358022502	3.05360276388665	0.00226111264701002	0.00555224448032293	0.2726750730760975	0.09096858625873429
gene_21	onu_vs_self	1818.28257049683	0.42918347166735	0.101442882145582	4.23078941163584	2.32872611925761e-5	8.206626422744e-5	0.41720008626725275	0.10074424678914651
gene_22	onu_vs_self	2182.78966814967	-0.391727525394083	0.0890968777672716	-4.39664705667137	1.09935887732653e-5	4.10222841757416e-5	-0.38149610966665864	0.08847872430941764
gene_23	onu_vs_self	1297.16033958663	0.202845299971874	0.111999154185759	1.81113242726315	0.070120355012439	0.117484877452824	0.1929369655779673	0.10958261286541296
