ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	contrast	gene_set	direction	significant_padj_0.05	pathway_class	pathway_type
Styrene degradation	Styrene degradation	3/267	25/1145	0.12	0.514606741573034	-1.35262097628506	0.954102769448535	0.999080029200713	0.999080029200713	gene_4253/gene_5515/gene_5766	3	onu_vs_self	significant	down	FALSE	Biodegradation of Xenobiotics	METABOLIC
Ascorbate and aldarate metabolism	Ascorbate and aldarate metabolism	5/267	37/1145	0.135135135135135	0.579512096366029	-1.43319694436906	0.956118079333201	0.999080029200713	0.999080029200713	gene_662/gene_972/gene_3223/gene_4108/gene_4567	5	onu_vs_self	significant	down	FALSE	Carbohydrate Metabolism	METABOLIC
DNA polymerase	DNA polymerase	2/267	20/1145	0.1	0.428838951310861	-1.42042629663501	0.96612317456259	0.999080029200713	0.999080029200713	gene_680/gene_6064	2	onu_vs_self	significant	down	FALSE	REPLICATION AND REPAIR	REGULATORY
Phenylalanine metabolism	Phenylalanine metabolism	4/267	33/1145	0.121212121212121	0.519804789467711	-1.54292133855779	0.968425004758499	0.999080029200713	0.999080029200713	gene_1107/gene_4253/gene_5515/gene_5766	4	onu_vs_self	significant	down	FALSE	Amino Acid Metabolism	METABOLIC
Butanoate metabolism	Butanoate metabolism	8/267	56/1145	0.142857142857143	0.612627073301231	-1.63844068414085	0.969838720628134	0.999080029200713	0.999080029200713	gene_662/gene_972/gene_1107/gene_3938/gene_4108/gene_4567/gene_6749/gene_6989	8	onu_vs_self	significant	down	FALSE	Carbohydrate Metabolism	METABOLIC
Tryptophan metabolism	Tryptophan metabolism	12/267	78/1145	0.153846153846154	0.659752232785941	-1.71585964606272	0.97264877778818	0.999080029200713	0.999080029200713	gene_249/gene_2164/gene_4253/gene_4421/gene_4567/gene_5515/gene_5762/gene_5766/gene_6240/gene_7678/gene_7852/gene_8175	12	onu_vs_self	significant	down	FALSE	Amino Acid Metabolism	METABOLIC
Toluene and xylene degradation	Toluene and xylene degradation	1/267	14/1145	0.0714285714285714	0.306313536650615	-1.43951873025538	0.976283310940695	0.999080029200713	0.999080029200713	gene_3938	1	onu_vs_self	significant	down	FALSE	Biodegradation of Xenobiotics	METABOLIC
Urea cycle and metabolism of amino groups	Urea cycle and metabolism of amino groups	1/267	16/1145	0.0625	0.268024344569288	-1.62529067094831	0.986163139913251	0.999080029200713	0.999080029200713	gene_1370	1	onu_vs_self	significant	down	FALSE	Amino Acid Metabolism	METABOLIC
Glutamate metabolism	Glutamate metabolism	2/267	26/1145	0.0769230769230769	0.32987611639297	-1.90523307547259	0.991592998381665	0.999080029200713	0.999080029200713	gene_3709/gene_5044	2	onu_vs_self	significant	down	FALSE	Amino Acid Metabolism	METABOLIC
Benzoate degradation via CoA ligation	Benzoate degradation via CoA ligation	8/267	64/1145	0.125	0.536048689138577	-2.10557604538561	0.991690329062191	0.999080029200713	0.999080029200713	gene_662/gene_972/gene_1107/gene_3938/gene_4108/gene_5515/gene_7103/gene_8270	8	onu_vs_self	significant	down	FALSE	Biodegradation of Xenobiotics	METABOLIC
beta-Alanine metabolism	beta-Alanine metabolism	1/267	21/1145	0.0476190476190476	0.204209024433744	-2.02883573883466	0.99641978589557	0.999080029200713	0.999080029200713	gene_4567	1	onu_vs_self	significant	down	FALSE	Metabolism of Other Amino Acids	METABOLIC
Fluorene degradation	Fluorene degradation	1/267	21/1145	0.0476190476190476	0.204209024433744	-2.02883573883466	0.99641978589557	0.999080029200713	0.999080029200713	gene_7994	1	onu_vs_self	significant	down	FALSE	Biodegradation of Xenobiotics	METABOLIC
Arginine and proline metabolism	Arginine and proline metabolism	8/267	69/1145	0.115942028985507	0.497204581229984	-2.37482223567077	0.996508653332744	0.999080029200713	0.999080029200713	gene_2290/gene_4034/gene_4567/gene_5171/gene_5230/gene_5515/gene_7839/gene_7944	8	onu_vs_self	significant	down	FALSE	Amino Acid Metabolism	METABOLIC
Aminosugars metabolism	Aminosugars metabolism	4/267	45/1145	0.0888888888888889	0.381190178942988	-2.33447107371467	0.997161838396029	0.999080029200713	0.999080029200713	gene_174/gene_1107/gene_4052/gene_7391	4	onu_vs_self	significant	down	FALSE	Metabolism of Complex Carbohydrates	METABOLIC
Nitorobenzene degradation	Nitorobenzene degradation	1/267	26/1145	0.0384615384615385	0.164938058196485	-2.37416941928517	0.999080029200713	0.999080029200713	0.999080029200713	gene_7994	1	onu_vs_self	significant	down	FALSE	Biodegradation of Xenobiotics	METABOLIC
