PC1	PC2	group	condition	name	sample_id
-22.1697690511046	-9.99471387599495	interaction	interaction	149	149
-22.3611656027351	-10.3016641394629	interaction	interaction	150	150
-22.7910513148535	-10.5417164444635	interaction	interaction	151	151
22.4650963680375	-10.2677600329941	self	self	152	152
22.0927511264876	-10.3752544267014	self	self	153	153
23.8981745472577	-8.79985993806605	self	self	154	154
0.399672274151364	20.572967421636	onu	onu	155	155
-1.01974249411404	19.4229671897859	onu	onu	156	156
-0.513965853126946	20.285034246261	onu	onu	157	157
