organism	organism_y	significant_genes	p05_abs_lfc	q25_abs_lfc	median_abs_lfc	q75_abs_lfc	p95_abs_lfc	p99_abs_lfc	maximum_abs_lfc
Fusarium	1	2973	0.1213185109195624	0.176894948954844	0.257747106911636	0.398797546647178	0.8501652396552525	1.6792444735479435	3.41628085244577
Ophiostoma	2	5238	0.2479568563334057	0.42095898424898304	0.6452587545747219	1.0291950369335852	2.3020168129261678	3.954294543666774	10.3594480425544
