gene_id
TRINITY_DN121_c1_g1
TRINITY_DN155_c1_g1
TRINITY_DN308_c0_g3
TRINITY_DN405_c0_g3
TRINITY_DN456_c0_g2
TRINITY_DN470_c2_g1
TRINITY_DN512_c0_g3
TRINITY_DN512_c5_g1
TRINITY_DN549_c1_g1
TRINITY_DN638_c0_g2
TRINITY_DN655_c1_g1
TRINITY_DN763_c3_g1
TRINITY_DN815_c1_g1
TRINITY_DN907_c0_g3
TRINITY_DN1091_c1_g1
TRINITY_DN1164_c1_g1
TRINITY_DN1295_c0_g2
TRINITY_DN1338_c1_g1
TRINITY_DN1724_c0_g2
TRINITY_DN1866_c1_g1
TRINITY_DN1885_c1_g1
TRINITY_DN1910_c0_g2
TRINITY_DN1961_c1_g1
TRINITY_DN1969_c0_g2
TRINITY_DN2155_c0_g1
TRINITY_DN2237_c0_g1
TRINITY_DN2332_c3_g1
TRINITY_DN2376_c1_g1
TRINITY_DN2384_c1_g1
TRINITY_DN2646_c1_g1
TRINITY_DN2877_c0_g1
TRINITY_DN2877_c14_g1
TRINITY_DN2884_c0_g4
TRINITY_DN2956_c1_g1
TRINITY_DN3127_c1_g1
TRINITY_DN3127_c2_g1
TRINITY_DN3411_c0_g4
TRINITY_DN3746_c0_g3
TRINITY_DN3766_c0_g1
TRINITY_DN3962_c0_g1
TRINITY_DN3987_c1_g1
TRINITY_DN4005_c0_g2
TRINITY_DN4241_c0_g1
TRINITY_DN4431_c0_g2
TRINITY_DN4448_c0_g1
TRINITY_DN4478_c0_g1
TRINITY_DN4524_c0_g1
TRINITY_DN4575_c0_g1
TRINITY_DN4577_c0_g1
TRINITY_DN4580_c0_g1
TRINITY_DN4588_c0_g1
TRINITY_DN4642_c0_g1
TRINITY_DN4650_c0_g2
TRINITY_DN4692_c0_g1
TRINITY_DN4694_c0_g1
TRINITY_DN4705_c0_g1
TRINITY_DN4725_c0_g1
TRINITY_DN4774_c0_g2
TRINITY_DN4789_c0_g1
TRINITY_DN4793_c0_g2
TRINITY_DN4806_c0_g1
TRINITY_DN4877_c0_g1
TRINITY_DN4883_c0_g1
TRINITY_DN4894_c0_g2
TRINITY_DN4922_c1_g1
TRINITY_DN4935_c0_g1
TRINITY_DN4970_c0_g1
TRINITY_DN5027_c0_g1
TRINITY_DN5030_c0_g1
TRINITY_DN5048_c0_g1
TRINITY_DN5057_c1_g1
TRINITY_DN5113_c0_g1
TRINITY_DN5129_c0_g1
TRINITY_DN5136_c0_g1
TRINITY_DN5152_c0_g1
TRINITY_DN5188_c0_g1
TRINITY_DN5193_c0_g1
TRINITY_DN5201_c0_g1
TRINITY_DN5218_c0_g1
TRINITY_DN5218_c0_g2
TRINITY_DN5222_c0_g1
TRINITY_DN5236_c1_g1
TRINITY_DN5243_c0_g1
TRINITY_DN5276_c0_g2
TRINITY_DN5289_c0_g1
TRINITY_DN5300_c0_g1
TRINITY_DN5310_c0_g1
TRINITY_DN5340_c0_g1
TRINITY_DN5341_c0_g1
TRINITY_DN5357_c0_g1
TRINITY_DN5392_c0_g1
TRINITY_DN5431_c0_g1
TRINITY_DN5438_c0_g1
TRINITY_DN5457_c0_g1
TRINITY_DN5459_c0_g2
TRINITY_DN5464_c0_g1
TRINITY_DN5491_c0_g2
TRINITY_DN5500_c0_g1
TRINITY_DN5501_c0_g1
TRINITY_DN5502_c0_g1
TRINITY_DN5503_c0_g1
TRINITY_DN5520_c0_g1
TRINITY_DN5527_c0_g1
TRINITY_DN5528_c0_g1
TRINITY_DN5529_c0_g1
TRINITY_DN5538_c0_g1
TRINITY_DN5570_c0_g1
TRINITY_DN5585_c0_g1
TRINITY_DN5594_c0_g1
TRINITY_DN5600_c0_g1
TRINITY_DN5621_c0_g1
TRINITY_DN5624_c0_g1
TRINITY_DN5630_c0_g1
TRINITY_DN5635_c0_g1
TRINITY_DN5638_c0_g1
TRINITY_DN5638_c0_g2
TRINITY_DN5646_c0_g1
TRINITY_DN5652_c0_g1
TRINITY_DN5654_c0_g1
TRINITY_DN5654_c0_g2
TRINITY_DN5658_c0_g1
TRINITY_DN5666_c0_g1
TRINITY_DN5681_c0_g1
TRINITY_DN5691_c0_g1
TRINITY_DN5710_c0_g1
TRINITY_DN5710_c0_g2
TRINITY_DN5714_c0_g1
TRINITY_DN5718_c0_g1
TRINITY_DN5722_c0_g1
TRINITY_DN5727_c0_g1
TRINITY_DN5739_c0_g1
TRINITY_DN5740_c0_g1
TRINITY_DN5742_c0_g1
TRINITY_DN5744_c0_g1
TRINITY_DN5745_c0_g1
TRINITY_DN5751_c0_g1
TRINITY_DN5754_c0_g1
TRINITY_DN5758_c0_g1
TRINITY_DN5764_c0_g2
TRINITY_DN5774_c0_g1
TRINITY_DN5789_c0_g1
TRINITY_DN5792_c0_g1
TRINITY_DN5802_c0_g1
TRINITY_DN5826_c0_g1
TRINITY_DN5827_c0_g1
TRINITY_DN5827_c0_g2
TRINITY_DN5831_c0_g2
TRINITY_DN5832_c0_g1
TRINITY_DN5844_c0_g1
TRINITY_DN5852_c0_g1
TRINITY_DN5857_c1_g1
TRINITY_DN5864_c0_g1
TRINITY_DN5883_c0_g1
TRINITY_DN5892_c0_g1
TRINITY_DN5918_c0_g1
TRINITY_DN5922_c0_g1
TRINITY_DN5928_c0_g2
TRINITY_DN5933_c0_g1
TRINITY_DN5936_c0_g1
TRINITY_DN5941_c0_g1
TRINITY_DN5950_c0_g1
TRINITY_DN5954_c0_g1
TRINITY_DN5956_c0_g1
TRINITY_DN5958_c0_g1
TRINITY_DN5966_c0_g1
TRINITY_DN5996_c1_g1
TRINITY_DN6015_c0_g1
TRINITY_DN6015_c0_g2
TRINITY_DN6016_c0_g1
TRINITY_DN6016_c0_g2
TRINITY_DN6027_c0_g1
TRINITY_DN6031_c0_g1
TRINITY_DN6033_c0_g1
TRINITY_DN6043_c0_g1
TRINITY_DN6062_c0_g1
TRINITY_DN6077_c0_g1
TRINITY_DN6083_c0_g1
TRINITY_DN6086_c0_g1
TRINITY_DN6087_c0_g2
TRINITY_DN6088_c0_g1
TRINITY_DN6094_c0_g1
TRINITY_DN6095_c0_g1
TRINITY_DN6100_c0_g1
TRINITY_DN6101_c0_g1
TRINITY_DN6101_c0_g2
TRINITY_DN6102_c0_g1
TRINITY_DN6103_c0_g1
TRINITY_DN6106_c0_g1
TRINITY_DN6118_c0_g1
TRINITY_DN6122_c0_g1
TRINITY_DN6134_c0_g1
TRINITY_DN6153_c0_g1
TRINITY_DN6179_c1_g1
TRINITY_DN6181_c0_g1
TRINITY_DN6186_c0_g1
TRINITY_DN6189_c0_g1
TRINITY_DN6218_c0_g1
TRINITY_DN6222_c0_g1
TRINITY_DN6222_c0_g2
TRINITY_DN6223_c0_g2
TRINITY_DN6228_c0_g2
TRINITY_DN6232_c0_g1
TRINITY_DN6234_c0_g1
TRINITY_DN6236_c0_g1
TRINITY_DN6238_c0_g2
TRINITY_DN6240_c0_g1
TRINITY_DN6240_c0_g2
TRINITY_DN6243_c0_g2
TRINITY_DN6250_c0_g1
TRINITY_DN6253_c0_g1
TRINITY_DN6254_c0_g1
TRINITY_DN6260_c0_g1
TRINITY_DN6261_c0_g1
TRINITY_DN6261_c0_g2
TRINITY_DN6265_c0_g1
TRINITY_DN6273_c0_g1
TRINITY_DN6275_c0_g1
TRINITY_DN6275_c0_g2
TRINITY_DN6287_c0_g1
