gene_101	1378	1451	1455	1243	1045	1661	1800	2504	3107
gene_102	30	25	25	9	14	16	669	787	1129
gene_103	467	479	413	236	248	469	1171	1439	1424
gene_104	51	52	43	66	60	148	254	242	304
gene_105	696	646	545	732	647	1470	2436	2394	3681
gene_106	143	151	167	78	87	205	205	187	252
gene_107	60874	53941	54027	11054	9200	15822	51640	66421	82483
gene_108	717	728	680	1074	887	1323	965	1437	1761
gene_109	1136	1172	1177	1188	1127	1640	1773	2471	2669
gene_110	131	128	115	163	158	278	455	557	561
gene_111	1299	1284	1142	2245	1742	4435	4394	4761	6465
gene_112	460	498	458	702	608	921	1276	1640	1522
gene_113	96	116	105	137	114	161	185	356	251
gene_114	390	363	401	228	198	259	669	933	839
gene_115	710	666	617	471	347	828	1437	1577	1779
gene_116	379	413	435	273	251	371	811	1125	914
gene_117	2985	3264	3372	2616	2339	2767	4609	7865	7769
gene_118	248	262	241	180	156	178	329	515	409
gene_119	253	224	229	198	212	388	355	540	633
gene_120	331	342	301	211	176	417	914	835	1032
gene_121	369	334	348	332	329	496	420	593	755
gene_122	92	75	62	80	65	134	168	189	198
gene_123	333	376	413	486	373	510	488	918	799
gene_124	275	274	281	276	211	326	301	488	483
gene_125	328	303	295	358	281	397	438	719	854
gene_126	2234	1947	1776	2318	1981	4321	4935	6838	9873
gene_127	1989	1876	1777	1175	1020	1963	3023	3633	5301
gene_128	5285	5248	4815	6583	5495	9865	16169	21560	28975
gene_129	903	783	688	1602	1163	2932	1535	1527	2214
gene_130	1104	1109	979	597	473	980	1726	2035	2825
gene_131	993	992	1039	451	398	526	1389	1921	2014
gene_132	0	0	0	1	1	0	0	7	11
gene_133	45	31	45	24	32	59	75	82	114
gene_134	436	396	390	669	548	1067	1339	1747	2294
gene_135	675	714	678	1602	1350	1835	1274	1799	2009
gene_136	5859	5649	5075	16726	12812	30906	8766	8916	13070
gene_137	450	478	407	484	409	734	1046	1277	1495
gene_138	251	296	337	257	254	250	356	625	527
gene_139	1859	1859	1696	1222	1085	2322	4316	5040	6239
gene_140	310	376	373	383	461	952	1148	917	1780
gene_141	2664	2358	2143	1626	1395	3327	4681	4535	7201
gene_142	48143	48580	45165	27774	21708	37918	69418	81650	100055
gene_143	273	393	386	156	129	110	388	747	577
gene_144	21323	21047	19645	12394	9707	17695	31370	38471	48934
gene_145	25	28	30	34	24	67	170	145	233
gene_146	638	641	604	426	468	677	1588	2149	2454
gene_147	1171	1120	1043	664	572	1008	2384	3336	3755
gene_148	105	94	82	119	96	301	380	449	483
gene_149	4228	4236	3970	3218	2837	5090	7270	9514	11979
gene_150	2087	2057	1703	4978	4058	10120	1933	2007	2510
gene_151	840	842	750	978	761	1785	1939	1998	3461
gene_152	530	506	468	664	588	1021	1434	1719	2054
gene_153	659	737	616	454	389	723	1327	1832	2244
gene_154	3389	3285	3168	3122	2515	4588	5164	6493	8130
gene_155	436	467	389	496	384	866	1473	1484	2121
gene_156	4135	3757	3660	3372	2694	5917	8351	8897	10828
gene_157	462	384	352	208	167	342	646	804	1017
gene_158	2152	2137	2085	2355	1939	3470	3206	4028	5076
gene_159	1020	901	896	1103	909	1535	1553	2265	3038
gene_160	1241	1331	1084	1290	1039	2237	2429	2655	4161
gene_161	2981	2651	2383	1865	1490	3404	5081	5987	7647
gene_162	2233	2153	2298	2166	1853	3182	4215	5862	7905
gene_163	330	345	349	307	290	398	696	1153	1164
gene_164	534	495	481	380	310	473	646	1028	1100
gene_165	7081	7154	6900	4374	3606	5487	8935	11846	15151
gene_166	952	915	880	697	541	1071	2333	2726	3180
gene_167	1038	1065	963	1298	1128	2281	3461	3543	4462
gene_168	741	750	705	988	797	1633	3083	3628	5132
gene_169	1251	1090	1030	674	600	1123	1735	2485	3217
gene_170	183	201	169	208	172	256	367	655	584
gene_171	27	20	17	11	20	25	105	85	144
gene_172	1338	1285	1453	1574	1306	1789	2382	3542	3596
gene_173	1379	1211	1163	682	544	1076	2153	2633	3434
gene_174	372	349	365	568	478	857	772	1005	1127
gene_175	185	189	149	958	775	1697	2708	3013	4459
gene_176	1729	1700	1684	1896	1459	2665	3128	4210	4952
gene_177	636	645	687	603	641	800	1021	1532	1831
gene_178	6285	6491	6461	10873	10378	13025	8344	14220	12513
gene_179	1251	1231	1166	3167	2458	4196	1566	2098	2351
gene_180	393	346	353	361	318	562	573	801	963
gene_181	5382	4878	4591	4070	3333	6922	9711	11450	16642
gene_182	2069	2142	1989	1257	984	2204	2594	3114	3964
gene_183	918	888	766	757	638	1183	1704	2286	2635
gene_184	249	225	274	93	116	114	347	502	399
gene_185	7710	7125	6404	7992	6317	15278	24490	24748	35038
gene_186	558	581	563	334	330	520	959	1418	1588
gene_187	2028	2061	1894	1396	1097	2129	4912	6276	7321
gene_188	2	3	3	1	0	0	8	15	16
gene_189	367	372	361	236	171	354	558	805	1054
gene_190	1078	1050	825	778	632	1358	1709	1974	2908
gene_191	1111	1053	1022	1253	969	1863	1995	2430	3416
gene_192	1701	1684	1545	1388	1122	1930	2922	3293	4120
