gene_id	in_deseq2_dataset	padj_available	deseq2_status	regulation	significant_padj_lt_0.05	significant_raw_abs_lfc_gt_1	significant_shrunk_abs_lfc_gt_1	raw_baseMean	raw_log2FoldChange	raw_lfcSE	raw_stat	raw_pvalue	raw_padj	shrunk_log2FoldChange	shrunk_lfcSE	mapped_transcript_count	transcript_ids	protein_coding_transcript_count	protein_coding_transcript_ids	has_predicted_protein	predicted_protein_count	protein_ids	eggnog_annotated_protein_count	eggnog_annotated	signalp_raw_positive_protein_count	signalp_raw_positive	signalp_confident_positive_protein_count	signalp_confident_positive	signalp_ambiguous_protein_count	dbcan_any_hit_protein_count	dbcan_any_hit	dbcan_high_confidence_protein_count	dbcan_high_confidence	dbcan_max_n_tools	eggnog_seed_ortholog	eggnog_evalue	eggnog_score	eggnog_eggnog_ogs	eggnog_max_annot_lvl	eggnog_cog_category	eggnog_description	eggnog_preferred_name	eggnog_gos	eggnog_ec	eggnog_kegg_ko	eggnog_kegg_pathway	eggnog_kegg_module	eggnog_kegg_reaction	eggnog_kegg_rclass	eggnog_brite	eggnog_kegg_tc	eggnog_cazy	eggnog_bigg_reaction	eggnog_pfams	dbcan_ec	dbcan_hmm	dbcan_sub	dbcan_diamond	dbcan_recommended	dbcan_substrate
TRINITY_DN4910_c0_g1	TRUE	TRUE	significant	downregulated	TRUE	FALSE	FALSE	2332.61634188583	-0.402021189713271	0.0564871350978629	-7.11703981830159	1.10269638106497e-12	2.29728412721869e-11	-0.39073037803184	0.0567783098748095	2	TRINITY_DN4910_c0_g1_i1; TRINITY_DN4910_c0_g1_i2	2	TRINITY_DN4910_c0_g1_i1; TRINITY_DN4910_c0_g1_i2	TRUE	2	TRINITY_DN4910_c0_g1_i1|m.27436; TRINITY_DN4910_c0_g1_i2|m.27438	2	TRUE	0	FALSE	0	FALSE	0	2	TRUE	2	TRUE	2	117187.FVEG_12441T0	0.0; 1.69e-288	792.0; 900.0	COG2273@1|root,2QRX5@2759|Eukaryota,38FWG@33154|Opisthokonta,3NW22@4751|Fungi,3QM6T@4890|Ascomycota,21903@147550|Sordariomycetes,3TEBU@5125|Hypocreales,1FP49@110618|Nectriaceae	4751|Fungi	G	Glycosyl hydrolases family 16													Glyco_hydro_16		GH16_4(137-427); GH16_4(137-474)		GH16_4+GH16_4	GH16_4	
TRINITY_DN17593_c0_g1	TRUE	TRUE	significant	downregulated	TRUE	FALSE	FALSE	894.199137051503	-0.586459867398341	0.0867189415333462	-6.76276551614538	1.35382255752057e-11	2.53195672154026e-10	-0.564397870622561	0.0879603979612893	1	TRINITY_DN17593_c0_g1_i1	1	TRINITY_DN17593_c0_g1_i1	TRUE	1	TRINITY_DN17593_c0_g1_i1|m.12993	1	TRUE	1	TRUE	1	TRUE	0	1	TRUE	1	TRUE	2	5507.FOXG_03535P0	4.39e-282	780.0	COG0277@1|root,2SJS3@2759|Eukaryota,39V8W@33154|Opisthokonta,3NZKM@4751|Fungi,3QNW1@4890|Ascomycota,218FC@147550|Sordariomycetes,3TVHE@5125|Hypocreales,1FN8D@110618|Nectriaceae	4751|Fungi	C	Belongs to the oxygen-dependent FAD-linked oxidoreductase family													BBE,FAD_binding_4		AA7(55-265)		AA7	AA7	
TRINITY_DN8738_c0_g1	TRUE	TRUE	significant	downregulated	TRUE	FALSE	FALSE	1414.67682406183	-0.515340477998584	0.0792124030623578	-6.50580537990871	7.72782226954082e-11	1.32983557219632e-09	-0.495526701016758	0.0800471878802714	1	TRINITY_DN8738_c0_g1_i1	1	TRINITY_DN8738_c0_g1_i1	TRUE	1	TRINITY_DN8738_c0_g1_i1|m.326	1	TRUE	0	FALSE	0	FALSE	0	1	TRUE	1	TRUE	2	5507.FOXG_03204P0	0.0	1103.0	COG2303@1|root,KOG1238@2759|Eukaryota,38UEK@33154|Opisthokonta,3NUQF@4751|Fungi,3QQ58@4890|Ascomycota,217MT@147550|Sordariomycetes,3TSW3@5125|Hypocreales,1FKXV@110618|Nectriaceae	4751|Fungi	E	GMC oxidoreductase													GMC_oxred_C,GMC_oxred_N		AA3_2(7-572)		AA3_2+AA3_2	AA3_2	
TRINITY_DN18100_c0_g1	TRUE	TRUE	significant	downregulated	TRUE	FALSE	FALSE	2303.72204952339	-0.407014979312003	0.0640623125137018	-6.35342314914014	2.10575413415691e-10	3.38424771560932e-09	-0.392514727041693	0.0645042770270332	1	TRINITY_DN18100_c0_g1_i1	1	TRINITY_DN18100_c0_g1_i1	TRUE	2	TRINITY_DN18100_c0_g1_i1|m.67040; TRINITY_DN18100_c0_g1_i1|m.67041	2	TRUE	0	FALSE	0	FALSE	0	1	TRUE	1	TRUE	2	5127.CCT69474; 36630.CADNFIAP00004997	0.0; 8.89e-155	441.0; 999.0	28NR4@1|root,2QVB5@2759|Eukaryota,39T7K@33154|Opisthokonta,3NVTC@4751|Fungi,3QPZK@4890|Ascomycota,216CF@147550|Sordariomycetes,3TDIX@5125|Hypocreales,1FSQA@110618|Nectriaceae; COG1028@1|root,KOG0725@2759|Eukaryota,39YCU@33154|Opisthokonta,3P1KI@4751|Fungi,3QSN3@4890|Ascomycota,20QEW@147545|Eurotiomycetes,3SCE4@5042|Eurotiales	4751|Fungi	G; Q	Enoyl-(Acyl carrier protein) reductase; Glycoside hydrolase family 71			3.2.1.59	ko:K08254					ko00000,ko01000				adh_short,adh_short_C2; Glyco_hydro_71		GH71(41-430)+CBM24(512-591)		CBM24+CBM24+GH71	GH71|CBM24	
TRINITY_DN1617_c0_g1	TRUE	TRUE	significant	downregulated	TRUE	FALSE	FALSE	983.666008898443	-0.450123560587782	0.0794695137353504	-5.66410362201013	1.4779507822295e-08	1.79994005954878e-07	-0.428623521845452	0.0802956242768483	2	TRINITY_DN1617_c0_g1_i1; TRINITY_DN1617_c0_g1_i2	1	TRINITY_DN1617_c0_g1_i2	TRUE	2	TRINITY_DN1617_c0_g1_i2|m.1182; TRINITY_DN1617_c0_g1_i2|m.1183	2	TRUE	1	TRUE	1	TRUE	0	1	TRUE	1	TRUE	2	5507.FOXG_01791P0; 5518.FGSG_07015P0	1.41e-148; 1.45e-312	424.0; 854.0	2CNIA@1|root,2QWHG@2759|Eukaryota,39JAX@33154|Opisthokonta,3Q3MT@4751|Fungi,3RKPM@4890|Ascomycota,21R0H@147550|Sordariomycetes,3TU96@5125|Hypocreales,1FSWP@110618|Nectriaceae; 2D292@1|root,2SKYH@2759|Eukaryota,3A3YK@33154|Opisthokonta,3P4EM@4751|Fungi,3QVIH@4890|Ascomycota,21A0G@147550|Sordariomycetes,3TIJP@5125|Hypocreales,1FTBF@110618|Nectriaceae	4751|Fungi	G; S	Domain of unknown function (DUF4188); Mannan endo-1,6-alpha-mannosidase	DFG5	GO:0000003,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005886,GO:0007114,GO:0007117,GO:0007124,GO:0008150,GO:0009272,GO:0009277,GO:0009607,GO:0009987,GO:0012505,GO:0016020,GO:0016043,GO:0016049,GO:0019954,GO:0022414,GO:0030312,GO:0030447,GO:0031224,GO:0031225,GO:0031226,GO:0031505,GO:0032505,GO:0035690,GO:0036180,GO:0040007,GO:0042221,GO:0042493,GO:0042546,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044085,GO:0044182,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0045229,GO:0046658,GO:0050896,GO:0051301,GO:0051716,GO:0070783,GO:0070887,GO:0071554,GO:0071555,GO:0071840,GO:0071852,GO:0071944; GO:0006082,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016053,GO:0016999,GO:0017000,GO:0017144,GO:0018130,GO:0018904,GO:0019748,GO:0019752,GO:0043436,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0046483,GO:0071704,GO:0097176,GO:1901360,GO:1901362,GO:1901503,GO:1901576,GO:1902084,GO:1902086	3.2.1.101	ko:K08257					ko00000,ko00537,ko01000		GH76		DUF4188; Glyco_hydro_76		GH76(28-403)		GH76	GH76	
TRINITY_DN1286_c0_g1	TRUE	TRUE	significant	downregulated	TRUE	FALSE	FALSE	5537.25867885935	-0.256223204340991	0.0459627924339622	-5.57457871405711	2.4812959492942e-08	2.90776869057914e-07	-0.248167527211689	0.0459104069475644	5	TRINITY_DN1286_c0_g1_i3; TRINITY_DN1286_c0_g1_i4; TRINITY_DN1286_c0_g1_i6; TRINITY_DN1286_c0_g1_i7; TRINITY_DN1286_c0_g1_i8	5	TRINITY_DN1286_c0_g1_i3; TRINITY_DN1286_c0_g1_i4; TRINITY_DN1286_c0_g1_i6; TRINITY_DN1286_c0_g1_i7; TRINITY_DN1286_c0_g1_i8	TRUE	15	TRINITY_DN1286_c0_g1_i3|m.49857; TRINITY_DN1286_c0_g1_i3|m.49858; TRINITY_DN1286_c0_g1_i3|m.49860; TRINITY_DN1286_c0_g1_i3|m.49861; TRINITY_DN1286_c0_g1_i4|m.49862; TRINITY_DN1286_c0_g1_i4|m.49863; TRINITY_DN1286_c0_g1_i4|m.49864; TRINITY_DN1286_c0_g1_i6|m.49866; TRINITY_DN1286_c0_g1_i7|m.49867; TRINITY_DN1286_c0_g1_i7|m.49868; TRINITY_DN1286_c0_g1_i7|m.49869; TRINITY_DN1286_c0_g1_i7|m.49871; TRINITY_DN1286_c0_g1_i8|m.49872; TRINITY_DN1286_c0_g1_i8|m.49873; TRINITY_DN1286_c0_g1_i8|m.49874	11	TRUE	4	TRUE	4	TRUE	0	4	TRUE	4	TRUE	2	101028.EKJ72817; 117187.FVEG_09719T0; 117187.FVEG_09720T0	1.72e-63; 6.15e-216; 7.16e-110; 7.17e-81	194.0; 242.0; 319.0; 598.0	COG0185@1|root,KOG0899@2759|Eukaryota,3A5KT@33154|Opisthokonta,3P54F@4751|Fungi,3QXC1@4890|Ascomycota,21AYM@147550|Sordariomycetes,3TIXQ@5125|Hypocreales,1FVB0@110618|Nectriaceae; COG2730@1|root,2QXN4@2759|Eukaryota,39RYK@33154|Opisthokonta,3NX55@4751|Fungi,3QJQH@4890|Ascomycota,212W5@147550|Sordariomycetes,3TW34@5125|Hypocreales,1FS5B@110618|Nectriaceae; COG5162@1|root,KOG3423@2759|Eukaryota,3A6XY@33154|Opisthokonta,3P5W3@4751|Fungi,3QPSH@4890|Ascomycota,217DB@147550|Sordariomycetes,3TG2J@5125|Hypocreales,1FR8F@110618|Nectriaceae	4751|Fungi	G; J; K	Belongs to the glycosyl hydrolase 5 (cellulase A) family; Belongs to the universal ribosomal protein uS19 family; Functions as a component of the DNA-binding general transcription factor complex TFIID and the transcription regulatory histone acetylation (HAT) complexes SAGA and SLIK. Binding of TFIID to a promoter (with or without TATA element) is the initial step in preinitiation complex (PIC) formation. TFIID plays a key role in the regulation of gene expression by RNA polymerase II through different activities such as transcription activator interaction, core promoter recognition and selectivity, TFIIA and TFIIB interaction, chromatin modification (histone acetylation), facilitation of DNA opening and initiation of transcription. SAGA is required for recruitment of the basal transcription machinery. SLIK is proposed to have partly overlapping functions with SAGA	RSM19	GO:0000028,GO:0000313,GO:0000314,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0005761,GO:0005763,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0031974,GO:0032543,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0065003,GO:0070013,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0098798,GO:0140053,GO:1901564,GO:1901566,GO:1901576,GO:1990904; GO:0000123,GO:0000124,GO:0000228,GO:0000428,GO:0000785,GO:0000790,GO:0000988,GO:0000990,GO:0000991,GO:0003674,GO:0003682,GO:0005198,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005667,GO:0005669,GO:0005694,GO:0006139,GO:0006325,GO:0006338,GO:0006351,GO:0006352,GO:0006355,GO:0006357,GO:0006366,GO:0006367,GO:0006464,GO:0006473,GO:0006475,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016043,GO:0016070,GO:0016569,GO:0016570,GO:0016573,GO:0016591,GO:0018130,GO:0018193,GO:0018205,GO:0018393,GO:0018394,GO:0019219,GO:0019222,GO:0019438,GO:0019538,GO:0022607,GO:0030880,GO:0031248,GO:0031323,GO:0031326,GO:0031974,GO:0031981,GO:0032774,GO:0032947,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0034654,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043543,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044454,GO:0044464,GO:0044798,GO:0046483,GO:0046695,GO:0050789,GO:0050794,GO:0051123,GO:0051171,GO:0051252,GO:0051276,GO:0055029,GO:0060255,GO:0061695,GO:0065003,GO:0065004,GO:0065007,GO:0070013,GO:0070461,GO:0070897,GO:0071704,GO:0071824,GO:0071840,GO:0080090,GO:0090304,GO:0090575,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901564,GO:1901576,GO:1902493,GO:1902494,GO:1903506,GO:1905368,GO:1990234,GO:2000112,GO:2001141	3.2.1.4	ko:K01179; ko:K03134	ko00500,ko01100,map00500,map01100; ko03022,ko05168,map03022,map05168		R06200,R11307,R11308		ko00000,ko00001,ko01000; ko00000,ko00001,ko03021,ko03036		GH5,GH9		CBM_1,Cellulase; Ribosomal_S19; TFIID_30kDa		GH5_5(31-309)		GH5_5+GH5_5	GH5_5	
TRINITY_DN13016_c0_g1	TRUE	TRUE	significant	downregulated	TRUE	FALSE	FALSE	466.533149550184	-0.563146546334014	0.112316762707781	-5.01391362034868	5.3333937197394e-07	4.99485363971432e-06	-0.524731737091758	0.11460695632666	1	TRINITY_DN13016_c0_g1_i1	1	TRINITY_DN13016_c0_g1_i1	TRUE	1	TRINITY_DN13016_c0_g1_i1|m.66832	1	TRUE	0	FALSE	0	FALSE	0	1	TRUE	1	TRUE	2	5518.FGSG_05851P0	1.46e-163	460.0	2CXJA@1|root,2RXZE@2759|Eukaryota,39J2E@33154|Opisthokonta,3Q3EZ@4751|Fungi,3RKG9@4890|Ascomycota,2173M@147550|Sordariomycetes,3TU74@5125|Hypocreales,1FZJT@110618|Nectriaceae	4751|Fungi	G	Belongs to the glycosyl hydrolase 12 (cellulase H) family			3.2.1.151	ko:K18576					ko00000,ko01000		GH12		Glyco_hydro_12		GH12(127-275)		GH12	GH12	
TRINITY_DN3045_c0_g2	TRUE	TRUE	significant	downregulated	TRUE	FALSE	FALSE	942.41496328954	-0.450742699138204	0.0921060193261985	-4.89373769961629	9.89386860923999e-07	8.8163185626891e-06	-0.421473568103076	0.0937529271405742	1	TRINITY_DN3045_c0_g2_i1	1	TRINITY_DN3045_c0_g2_i1	TRUE	1	TRINITY_DN3045_c0_g2_i1|m.50820	1	TRUE	1	TRUE	1	TRUE	0	1	TRUE	1	TRUE	2	1047171.Mycgr3P105323	6.08e-193	539.0	COG3507@1|root,2QTQG@2759|Eukaryota,39UJW@33154|Opisthokonta,3P0X7@4751|Fungi,3QMPY@4890|Ascomycota,1ZZEB@147541|Dothideomycetes,3MMA5@451867|Dothideomycetidae	4751|Fungi	G	Belongs to the glycosyl hydrolase 43 family	abnC	GO:0000272,GO:0003674,GO:0003824,GO:0004553,GO:0005975,GO:0005976,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0010393,GO:0016052,GO:0016787,GO:0016798,GO:0017144,GO:0042737,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0045488,GO:0045490,GO:0046558,GO:0071704,GO:1901575	3.2.1.99	ko:K06113					ko00000,ko01000		GH43		Glyco_hydro_43		GH43_5(38-316)		GH43_5+GH43_5	GH43_5	
TRINITY_DN4318_c0_g1	TRUE	TRUE	significant	downregulated	TRUE	FALSE	FALSE	549.712407639839	-0.480146444746122	0.100283819391118	-4.78787552828937	1.68556133074735e-06	1.44752404358074e-05	-0.446876474461801	0.102136520701725	3	TRINITY_DN4318_c0_g1_i1; TRINITY_DN4318_c0_g1_i2; TRINITY_DN4318_c0_g1_i3	3	TRINITY_DN4318_c0_g1_i1; TRINITY_DN4318_c0_g1_i2; TRINITY_DN4318_c0_g1_i3	TRUE	3	TRINITY_DN4318_c0_g1_i1|m.63281; TRINITY_DN4318_c0_g1_i2|m.63282; TRINITY_DN4318_c0_g1_i3|m.63283	3	TRUE	0	FALSE	0	FALSE	0	3	TRUE	3	TRUE	2	5127.CCT65272	2.36e-113; 8.31e-178	333.0; 501.0	COG5597@1|root,KOG1950@2759|Eukaryota,39TYB@33154|Opisthokonta,3NVI2@4751|Fungi,3QNBA@4890|Ascomycota,215M2@147550|Sordariomycetes,3TD1N@5125|Hypocreales,1FS1V@110618|Nectriaceae	4751|Fungi	G	Glycosyl transferase family 8													Glyco_transf_8		GT8(1-170); GT8(13-280)		GT8	GT8	
TRINITY_DN1386_c0_g1	TRUE	TRUE	significant	downregulated	TRUE	FALSE	FALSE	68253.9999316681	-0.505653532560485	0.108310190101796	-4.66856841526399	3.03305777654017e-06	2.50435963200564e-05	-0.466994357453133	0.110681702984818	4	TRINITY_DN1386_c0_g1_i1; TRINITY_DN1386_c0_g1_i4; TRINITY_DN1386_c0_g1_i6; TRINITY_DN1386_c0_g1_i8	4	TRINITY_DN1386_c0_g1_i1; TRINITY_DN1386_c0_g1_i4; TRINITY_DN1386_c0_g1_i6; TRINITY_DN1386_c0_g1_i8	TRUE	8	TRINITY_DN1386_c0_g1_i1|m.26558; TRINITY_DN1386_c0_g1_i1|m.26559; TRINITY_DN1386_c0_g1_i4|m.26564; TRINITY_DN1386_c0_g1_i4|m.26565; TRINITY_DN1386_c0_g1_i6|m.26570; TRINITY_DN1386_c0_g1_i6|m.26571; TRINITY_DN1386_c0_g1_i8|m.26576; TRINITY_DN1386_c0_g1_i8|m.26577	8	TRUE	4	TRUE	4	TRUE	0	8	TRUE	4	TRUE	2	5127.CCT69059; 5507.FOXG_10639P0	0.0; 1.25e-199; 6.91e-185	523.0; 561.0; 2248.0; 2350.0	2CN2D@1|root,2QTGS@2759|Eukaryota,39JJY@33154|Opisthokonta,3Q3X3@4751|Fungi,3RM0C@4890|Ascomycota,21R8B@147550|Sordariomycetes,3TKID@5125|Hypocreales,1FN7C@110618|Nectriaceae; COG0085@1|root,KOG0214@2759|Eukaryota,38F5S@33154|Opisthokonta,3NW78@4751|Fungi,3QK6E@4890|Ascomycota,217P4@147550|Sordariomycetes,3TF6N@5125|Hypocreales,1FN5V@110618|Nectriaceae	4751|Fungi	K; O	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates; Glycosyl hydrolase family 45	RPB2	GO:0000228,GO:0000428,GO:0000775,GO:0000785,GO:0000790,GO:0000792,GO:0003674,GO:0003676,GO:0003677,GO:0003723,GO:0003729,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005665,GO:0005694,GO:0005720,GO:0005721,GO:0005737,GO:0005739,GO:0006139,GO:0006325,GO:0006342,GO:0006351,GO:0006355,GO:0006366,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010494,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016043,GO:0016070,GO:0016458,GO:0016591,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0030880,GO:0031047,GO:0031048,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031618,GO:0031974,GO:0031981,GO:0032774,GO:0032991,GO:0034641,GO:0034645,GO:0034654,GO:0035770,GO:0036464,GO:0040029,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044444,GO:0044446,GO:0044451,GO:0044454,GO:0044464,GO:0045814,GO:0045892,GO:0045934,GO:0046483,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051276,GO:0055029,GO:0060255,GO:0061695,GO:0065007,GO:0070013,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0098687,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902494,GO:1902679,GO:1903506,GO:1903507,GO:1990234,GO:1990904,GO:2000112,GO:2000113,GO:2001141; GO:0005575,GO:0005576	2.7.7.6	ko:K03010	ko00230,ko00240,ko01100,ko03020,ko05016,ko05169,map00230,map00240,map01100,map03020,map05016,map05169	M00180	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400				CBM_1,Glyco_hydro_45; RNA_pol_Rpb2_1,RNA_pol_Rpb2_2,RNA_pol_Rpb2_3,RNA_pol_Rpb2_4,RNA_pol_Rpb2_5,RNA_pol_Rpb2_6,RNA_pol_Rpb2_7		GH45(22-220)		CBM1+GH45_1+GH45_1; GT7	GH45	
TRINITY_DN6757_c1_g1	TRUE	TRUE	significant	downregulated	TRUE	FALSE	FALSE	56279.4167912471	-0.199177941794981	0.0426937261298922	-4.66527426509924	3.08205675358439e-06	2.54015666504208e-05	-0.192456146823253	0.0424735850876627	9	TRINITY_DN6757_c1_g1_i2; TRINITY_DN6757_c1_g1_i10; TRINITY_DN6757_c1_g1_i12; TRINITY_DN6757_c1_g1_i14; TRINITY_DN6757_c1_g1_i30; TRINITY_DN6757_c1_g1_i35; TRINITY_DN6757_c1_g1_i38; TRINITY_DN6757_c1_g1_i42; TRINITY_DN6757_c1_g1_i47	9	TRINITY_DN6757_c1_g1_i2; TRINITY_DN6757_c1_g1_i10; TRINITY_DN6757_c1_g1_i12; TRINITY_DN6757_c1_g1_i14; TRINITY_DN6757_c1_g1_i30; TRINITY_DN6757_c1_g1_i35; TRINITY_DN6757_c1_g1_i38; TRINITY_DN6757_c1_g1_i42; TRINITY_DN6757_c1_g1_i47	TRUE	21	TRINITY_DN6757_c1_g1_i2|m.65454; TRINITY_DN6757_c1_g1_i2|m.65455; TRINITY_DN6757_c1_g1_i2|m.65457; TRINITY_DN6757_c1_g1_i10|m.65441; TRINITY_DN6757_c1_g1_i10|m.65443; TRINITY_DN6757_c1_g1_i12|m.65445; TRINITY_DN6757_c1_g1_i12|m.65447; TRINITY_DN6757_c1_g1_i14|m.65449; TRINITY_DN6757_c1_g1_i14|m.65451; TRINITY_DN6757_c1_g1_i14|m.65452; TRINITY_DN6757_c1_g1_i30|m.65459; TRINITY_DN6757_c1_g1_i30|m.65461; TRINITY_DN6757_c1_g1_i30|m.65463; TRINITY_DN6757_c1_g1_i35|m.65465; TRINITY_DN6757_c1_g1_i38|m.65468; TRINITY_DN6757_c1_g1_i38|m.65470; TRINITY_DN6757_c1_g1_i42|m.65472; TRINITY_DN6757_c1_g1_i42|m.65474; TRINITY_DN6757_c1_g1_i42|m.65475; TRINITY_DN6757_c1_g1_i47|m.65476; TRINITY_DN6757_c1_g1_i47|m.65478	13	TRUE	0	FALSE	0	FALSE	0	13	TRUE	8	TRUE	2	5507.FOXG_13755P0	0.0; 1.14e-100; 2.89e-129; 6.52e-227; 8.72e-251	311.0; 387.0; 641.0; 702.0; 885.0; 945.0; 963.0; 1345.0	COG0438@1|root,2QV2X@2759|Eukaryota,39K4D@33154|Opisthokonta,3Q4H9@4751|Fungi,3RMQK@4890|Ascomycota,21RBH@147550|Sordariomycetes,3TDG2@5125|Hypocreales,1FS87@110618|Nectriaceae	4751|Fungi	H	to clock-controlled gene-9 protein			2.4.1.231	ko:K22248					ko00000,ko01000		GT4		Glycos_transf_1		GT4(57-155); GT4(116-285); GT4(237-406); GT4(448-617)		GT4	GT4	
